0 qid:20001 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-1, Ample, ACS, combine: 1
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Jaccard, TBar, combine: 130
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Jaccard, jGenProg, combine: 131
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Jaccard, jKali, combine: 132
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Jaccard, jMutRepair, combine: 133
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Kulczynski1, ACS, combine: 134
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Kulczynski1, Nopol, combine: 135
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Kulczynski1, SimFix, combine: 136
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Kulczynski1, TBar, combine: 137
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Kulczynski1, jGenProg, combine: 138
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Kulczynski1, jKali, combine: 139
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Kulczynski1, jMutRepair, combine: 140
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Kulczynskil2, ACS, combine: 141
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Kulczynskil2, Nopol, combine: 142
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Kulczynskil2, SimFix, combine: 143
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Kulczynskil2, TBar, combine: 144
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Kulczynskil2, jGenProg, combine: 145
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Kulczynskil2, jKali, combine: 146
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Kulczynskil2, jMutRepair, combine: 147
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, M1, ACS, combine: 148
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, M1, Nopol, combine: 149
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, M1, SimFix, combine: 150
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, M1, TBar, combine: 151
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, M1, jGenProg, combine: 152
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, M1, jKali, combine: 153
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, M1, jMutRepair, combine: 154
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, M2, ACS, combine: 155
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, M2, Nopol, combine: 156
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, M2, SimFix, combine: 157
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, M2, TBar, combine: 158
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, M2, jGenProg, combine: 159
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, M2, jKali, combine: 160
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, M2, jMutRepair, combine: 161
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Michael, ACS, combine: 162
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Michael, Nopol, combine: 163
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Michael, SimFix, combine: 164
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Michael, TBar, combine: 165
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Michael, jGenProg, combine: 166
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Michael, jKali, combine: 167
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Michael, jMutRepair, combine: 168
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Mountford, ACS, combine: 169
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Mountford, Nopol, combine: 170
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Mountford, SimFix, combine: 171
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Mountford, TBar, combine: 172
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Mountford, jGenProg, combine: 173
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Mountford, jKali, combine: 174
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Mountford, jMutRepair, combine: 175
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Ochiai, ACS, combine: 176
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Ochiai, Nopol, combine: 177
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Ochiai, SimFix, combine: 178
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Ochiai, TBar, combine: 179
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Ochiai, jGenProg, combine: 180
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Ochiai, jKali, combine: 181
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Ochiai, jMutRepair, combine: 182
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Ochiai2, ACS, combine: 183
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Ochiai2, Nopol, combine: 184
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Ochiai2, SimFix, combine: 185
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Ochiai2, TBar, combine: 186
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Ochiai2, jGenProg, combine: 187
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Ochiai2, jKali, combine: 188
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Ochiai2, jMutRepair, combine: 189
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Optimal, ACS, combine: 190
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Optimal, Nopol, combine: 191
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Optimal, SimFix, combine: 192
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Optimal, TBar, combine: 193
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Optimal, jGenProg, combine: 194
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Optimal, jKali, combine: 195
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Optimal, jMutRepair, combine: 196
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, OptimalP, ACS, combine: 197
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, OptimalP, Nopol, combine: 198
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, OptimalP, SimFix, combine: 199
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, OptimalP, TBar, combine: 200
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, OptimalP, jGenProg, combine: 201
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, OptimalP, jKali, combine: 202
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, OptimalP, jMutRepair, combine: 203
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Overlap, ACS, combine: 204
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Overlap, Nopol, combine: 205
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Overlap, SimFix, combine: 206
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Overlap, TBar, combine: 207
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Overlap, jGenProg, combine: 208
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Overlap, jKali, combine: 209
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Overlap, jMutRepair, combine: 210
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Phi, ACS, combine: 211
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Phi, Nopol, combine: 212
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Phi, SimFix, combine: 213
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Phi, TBar, combine: 214
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Phi, jGenProg, combine: 215
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Phi, jKali, combine: 216
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Phi, jMutRepair, combine: 217
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Pierce, ACS, combine: 218
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Pierce, Nopol, combine: 219
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Pierce, SimFix, combine: 220
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Pierce, TBar, combine: 221
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Pierce, jGenProg, combine: 222
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Pierce, jKali, combine: 223
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Pierce, jMutRepair, combine: 224
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, RogersTanimoto, ACS, combine: 225
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, RogersTanimoto, Nopol, combine: 226
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, RogersTanimoto, SimFix, combine: 227
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, RogersTanimoto, TBar, combine: 228
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, RogersTanimoto, jGenProg, combine: 229
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, RogersTanimoto, jKali, combine: 230
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, RogersTanimoto, jMutRepair, combine: 231
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Rogot1, ACS, combine: 232
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Rogot1, Nopol, combine: 233
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Rogot1, SimFix, combine: 234
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Rogot1, TBar, combine: 235
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Rogot1, jGenProg, combine: 236
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Rogot1, jKali, combine: 237
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Rogot1, jMutRepair, combine: 238
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Rogot2, ACS, combine: 239
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Rogot2, Nopol, combine: 240
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Rogot2, SimFix, combine: 241
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Rogot2, TBar, combine: 242
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Rogot2, jGenProg, combine: 243
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Rogot2, jKali, combine: 244
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Rogot2, jMutRepair, combine: 245
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, RussellRao, ACS, combine: 246
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, RussellRao, Nopol, combine: 247
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, RussellRao, SimFix, combine: 248
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, RussellRao, TBar, combine: 249
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, RussellRao, jGenProg, combine: 250
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, RussellRao, jKali, combine: 251
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, RussellRao, jMutRepair, combine: 252
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SBI, ACS, combine: 253
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SBI, Nopol, combine: 254
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SBI, SimFix, combine: 255
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SBI, TBar, combine: 256
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SBI, jGenProg, combine: 257
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SBI, jKali, combine: 258
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SBI, jMutRepair, combine: 259
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Scott, ACS, combine: 260
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Scott, Nopol, combine: 261
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Scott, SimFix, combine: 262
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Scott, TBar, combine: 263
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Scott, jGenProg, combine: 264
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Scott, jKali, combine: 265
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Scott, jMutRepair, combine: 266
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SimpleMatching, ACS, combine: 267
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SimpleMatching, Nopol, combine: 268
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SimpleMatching, SimFix, combine: 269
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SimpleMatching, TBar, combine: 270
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SimpleMatching, jGenProg, combine: 271
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SimpleMatching, jKali, combine: 272
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SimpleMatching, jMutRepair, combine: 273
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Sokal, ACS, combine: 274
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Sokal, Nopol, combine: 275
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Sokal, SimFix, combine: 276
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Sokal, TBar, combine: 277
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Sokal, jGenProg, combine: 278
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Sokal, jKali, combine: 279
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Sokal, jMutRepair, combine: 280
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SorensenDice, ACS, combine: 281
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SorensenDice, Nopol, combine: 282
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SorensenDice, SimFix, combine: 283
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SorensenDice, TBar, combine: 284
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SorensenDice, jGenProg, combine: 285
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SorensenDice, jKali, combine: 286
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, SorensenDice, jMutRepair, combine: 287
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Tarantula, ACS, combine: 288
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Tarantula, Nopol, combine: 289
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Tarantula, SimFix, combine: 290
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Tarantula, TBar, combine: 291
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Tarantula, jGenProg, combine: 292
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Tarantula, jKali, combine: 293
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Tarantula, jMutRepair, combine: 294
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Tarwid, ACS, combine: 295
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Tarwid, Nopol, combine: 296
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Tarwid, SimFix, combine: 297
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Tarwid, TBar, combine: 298
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Tarwid, jGenProg, combine: 299
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Tarwid, jKali, combine: 300
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Tarwid, jMutRepair, combine: 301
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong1, ACS, combine: 302
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong1, Nopol, combine: 303
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong1, SimFix, combine: 304
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong1, TBar, combine: 305
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong1, jGenProg, combine: 306
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong1, jKali, combine: 307
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong1, jMutRepair, combine: 308
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong2, ACS, combine: 309
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong2, Nopol, combine: 310
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong2, SimFix, combine: 311
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong2, TBar, combine: 312
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong2, jGenProg, combine: 313
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong2, jKali, combine: 314
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong2, jMutRepair, combine: 315
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong3, ACS, combine: 316
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong3, Nopol, combine: 317
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong3, SimFix, combine: 318
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong3, TBar, combine: 319
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong3, jGenProg, combine: 320
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong3, jKali, combine: 321
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Wong3, jMutRepair, combine: 322
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Zoltar, ACS, combine: 323
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Zoltar, Nopol, combine: 324
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Zoltar, SimFix, combine: 325
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Zoltar, TBar, combine: 326
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Zoltar, jGenProg, combine: 327
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Zoltar, jKali, combine: 328
0 qid:20120 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-120, Zoltar, jMutRepair, combine: 329
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Ample, ACS, combine: 1
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Ample, Nopol, combine: 2
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Ample, SimFix, combine: 3
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Ample, TBar, combine: 4
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Ample, jGenProg, combine: 5
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Ample, jKali, combine: 6
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Ample, jMutRepair, combine: 7
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Anderberg, ACS, combine: 8
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Anderberg, Nopol, combine: 9
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Anderberg, SimFix, combine: 10
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Anderberg, TBar, combine: 11
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Anderberg, jGenProg, combine: 12
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Anderberg, jKali, combine: 13
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Anderberg, jMutRepair, combine: 14
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, ArithmeticMean, ACS, combine: 15
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, ArithmeticMean, Nopol, combine: 16
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, ArithmeticMean, SimFix, combine: 17
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, ArithmeticMean, TBar, combine: 18
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, ArithmeticMean, jGenProg, combine: 19
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, ArithmeticMean, jKali, combine: 20
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, ArithmeticMean, jMutRepair, combine: 21
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, BaroniUrbaniBuser, ACS, combine: 22
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, BaroniUrbaniBuser, Nopol, combine: 23
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, BaroniUrbaniBuser, SimFix, combine: 24
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, BaroniUrbaniBuser, TBar, combine: 25
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, BaroniUrbaniBuser, jGenProg, combine: 26
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, BaroniUrbaniBuser, jKali, combine: 27
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, BaroniUrbaniBuser, jMutRepair, combine: 28
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, BraunBanqust, ACS, combine: 29
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, BraunBanqust, Nopol, combine: 30
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, BraunBanqust, SimFix, combine: 31
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, BraunBanqust, TBar, combine: 32
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, BraunBanqust, jGenProg, combine: 33
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, BraunBanqust, jKali, combine: 34
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, BraunBanqust, jMutRepair, combine: 35
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Cohen, ACS, combine: 36
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Cohen, Nopol, combine: 37
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Cohen, SimFix, combine: 38
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Cohen, TBar, combine: 39
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Cohen, jGenProg, combine: 40
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Cohen, jKali, combine: 41
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Cohen, jMutRepair, combine: 42
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Dennis, ACS, combine: 43
0 qid:20121 1:0 2:0.0 3:0.0 4:0.0 5:0 #closure-121, Dennis, Nopol, combine: 44
