0 qid:30001 1:0 2:0 3:0 4:0 5:0.0 #math-1, DStar, ACS, combine: 1
0 qid:30052 1:0 2:0 3:0 4:0 5:0.5 #math-52, DStar, TBar, combine: 4
0 qid:30052 1:0 2:0 3:0 4:0 5:0.0 #math-52, Jaccard, ACS, combine: 5
0 qid:30052 1:0 2:0 3:0 4:0 5:0.0 #math-52, Jaccard, Nopol, combine: 6
0 qid:30052 1:0 2:0 3:0 4:0 5:0.0 #math-52, Jaccard, SimFix, combine: 7
0 qid:30052 1:0 2:0 3:0 4:0 5:0.5 #math-52, Jaccard, TBar, combine: 8
0 qid:30052 1:0 2:0 3:0 4:0 5:0.0 #math-52, Ochiai, ACS, combine: 9
0 qid:30052 1:0 2:0 3:0 4:0 5:0.0 #math-52, Ochiai, Nopol, combine: 10
0 qid:30052 1:0 2:0 3:0 4:0 5:0.0 #math-52, Ochiai, SimFix, combine: 11
0 qid:30052 1:0 2:0 3:0 4:0 5:0.5 #math-52, Ochiai, TBar, combine: 12
0 qid:30052 1:0 2:0 3:0 4:0 5:0.0 #math-52, Tarantula, ACS, combine: 13
0 qid:30052 1:0 2:0 3:0 4:0 5:0.0 #math-52, Tarantula, Nopol, combine: 14
0 qid:30052 1:0 2:0 3:0 4:0 5:0.0 #math-52, Tarantula, SimFix, combine: 15
0 qid:30052 1:0 2:0 3:0 4:0 5:0.5 #math-52, Tarantula, TBar, combine: 16
0 qid:30053 1:1 2:1 3:1 4:1 5:0.0 #math-53, DStar, ACS, combine: 1
0 qid:30053 1:1 2:1 3:1 4:1 5:0.0 #math-53, DStar, Nopol, combine: 2
0 qid:30053 1:1 2:1 3:1 4:1 5:0.5 #math-53, DStar, SimFix, combine: 3
0 qid:30053 1:1 2:1 3:1 4:1 5:0.0 #math-53, DStar, TBar, combine: 4
0 qid:30053 1:1 2:1 3:1 4:1 5:0.0 #math-53, Jaccard, ACS, combine: 5
0 qid:30053 1:1 2:1 3:1 4:1 5:0.0 #math-53, Jaccard, Nopol, combine: 6
0 qid:30053 1:1 2:1 3:1 4:1 5:0.5 #math-53, Jaccard, SimFix, combine: 7
0 qid:30053 1:1 2:1 3:1 4:1 5:0.0 #math-53, Jaccard, TBar, combine: 8
0 qid:30053 1:1 2:1 3:1 4:1 5:0.0 #math-53, Ochiai, ACS, combine: 9
0 qid:30053 1:1 2:1 3:1 4:1 5:0.0 #math-53, Ochiai, Nopol, combine: 10
0 qid:30053 1:1 2:1 3:1 4:1 5:0.5 #math-53, Ochiai, SimFix, combine: 11
0 qid:30053 1:1 2:1 3:1 4:1 5:0.0 #math-53, Ochiai, TBar, combine: 12
0 qid:30053 1:1 2:1 3:1 4:1 5:0.0 #math-53, Tarantula, ACS, combine: 13
0 qid:30053 1:1 2:1 3:1 4:1 5:0.0 #math-53, Tarantula, Nopol, combine: 14
0 qid:30053 1:1 2:1 3:1 4:1 5:0.5 #math-53, Tarantula, SimFix, combine: 15
0 qid:30053 1:1 2:1 3:1 4:1 5:0.0 #math-53, Tarantula, TBar, combine: 16
0 qid:30054 1:0 2:0 3:0 4:0 5:0.0 #math-54, DStar, ACS, combine: 1
0 qid:30054 1:0 2:0 3:0 4:0 5:0.0 #math-54, DStar, Nopol, combine: 2
0 qid:30054 1:0 2:0 3:0 4:0 5:0.0 #math-54, DStar, SimFix, combine: 3
0 qid:30054 1:0 2:0 3:0 4:0 5:0.0 #math-54, DStar, TBar, combine: 4
0 qid:30054 1:0 2:0 3:0 4:0 5:0.0 #math-54, Jaccard, ACS, combine: 5
0 qid:30054 1:0 2:0 3:0 4:0 5:0.0 #math-54, Jaccard, Nopol, combine: 6
0 qid:30054 1:0 2:0 3:0 4:0 5:0.0 #math-54, Jaccard, SimFix, combine: 7
0 qid:30054 1:0 2:0 3:0 4:0 5:0.0 #math-54, Jaccard, TBar, combine: 8
0 qid:30054 1:0 2:0 3:0 4:0 5:0.0 #math-54, Ochiai, ACS, combine: 9
0 qid:30054 1:0 2:0 3:0 4:0 5:0.0 #math-54, Ochiai, Nopol, combine: 10
0 qid:30054 1:0 2:0 3:0 4:0 5:0.0 #math-54, Ochiai, SimFix, combine: 11
0 qid:30054 1:0 2:0 3:0 4:0 5:0.0 #math-54, Ochiai, TBar, combine: 12
0 qid:30054 1:0 2:0 3:0 4:0 5:0.0 #math-54, Tarantula, ACS, combine: 13
0 qid:30054 1:0 2:0 3:0 4:0 5:0.0 #math-54, Tarantula, Nopol, combine: 14
0 qid:30054 1:0 2:0 3:0 4:0 5:0.0 #math-54, Tarantula, SimFix, combine: 15
0 qid:30054 1:0 2:0 3:0 4:0 5:0.0 #math-54, Tarantula, TBar, combine: 16
0 qid:30055 1:1 2:1 3:1 4:1 5:0.0 #math-55, DStar, ACS, combine: 1
0 qid:30055 1:1 2:1 3:1 4:1 5:0.0 #math-55, DStar, Nopol, combine: 2
0 qid:30055 1:1 2:1 3:1 4:1 5:0.0 #math-55, DStar, SimFix, combine: 3
0 qid:30055 1:1 2:1 3:1 4:1 5:0.0 #math-55, DStar, TBar, combine: 4
0 qid:30055 1:1 2:1 3:1 4:1 5:0.0 #math-55, Jaccard, ACS, combine: 5
0 qid:30055 1:1 2:1 3:1 4:1 5:0.0 #math-55, Jaccard, Nopol, combine: 6
0 qid:30055 1:1 2:1 3:1 4:1 5:0.0 #math-55, Jaccard, SimFix, combine: 7
0 qid:30055 1:1 2:1 3:1 4:1 5:0.0 #math-55, Jaccard, TBar, combine: 8
0 qid:30055 1:1 2:1 3:1 4:1 5:0.0 #math-55, Ochiai, ACS, combine: 9
0 qid:30055 1:1 2:1 3:1 4:1 5:0.0 #math-55, Ochiai, Nopol, combine: 10
0 qid:30055 1:1 2:1 3:1 4:1 5:0.0 #math-55, Ochiai, SimFix, combine: 11
0 qid:30055 1:1 2:1 3:1 4:1 5:0.0 #math-55, Ochiai, TBar, combine: 12
0 qid:30055 1:1 2:1 3:1 4:1 5:0.0 #math-55, Tarantula, ACS, combine: 13
0 qid:30055 1:1 2:1 3:1 4:1 5:0.0 #math-55, Tarantula, Nopol, combine: 14
0 qid:30055 1:1 2:1 3:1 4:1 5:0.0 #math-55, Tarantula, SimFix, combine: 15
0 qid:30055 1:1 2:1 3:1 4:1 5:0.0 #math-55, Tarantula, TBar, combine: 16
0 qid:30056 1:0 2:0 3:0 4:0 5:0.0 #math-56, DStar, ACS, combine: 1
0 qid:30056 1:0 2:0 3:0 4:0 5:0.0 #math-56, DStar, Nopol, combine: 2
0 qid:30056 1:0 2:0 3:0 4:0 5:0.0 #math-56, DStar, SimFix, combine: 3
0 qid:30056 1:0 2:0 3:0 4:0 5:0.0 #math-56, DStar, TBar, combine: 4
0 qid:30056 1:0 2:0 3:0 4:0 5:0.0 #math-56, Jaccard, ACS, combine: 5
0 qid:30056 1:0 2:0 3:0 4:0 5:0.0 #math-56, Jaccard, Nopol, combine: 6
0 qid:30056 1:0 2:0 3:0 4:0 5:0.0 #math-56, Jaccard, SimFix, combine: 7
0 qid:30056 1:0 2:0 3:0 4:0 5:0.0 #math-56, Jaccard, TBar, combine: 8
0 qid:30056 1:0 2:0 3:0 4:0 5:0.0 #math-56, Ochiai, ACS, combine: 9
0 qid:30056 1:0 2:0 3:0 4:0 5:0.0 #math-56, Ochiai, Nopol, combine: 10
0 qid:30056 1:0 2:0 3:0 4:0 5:0.0 #math-56, Ochiai, SimFix, combine: 11
0 qid:30056 1:0 2:0 3:0 4:0 5:0.0 #math-56, Ochiai, TBar, combine: 12
0 qid:30056 1:0 2:0 3:0 4:0 5:0.0 #math-56, Tarantula, ACS, combine: 13
0 qid:30056 1:0 2:0 3:0 4:0 5:0.0 #math-56, Tarantula, Nopol, combine: 14
0 qid:30056 1:0 2:0 3:0 4:0 5:0.0 #math-56, Tarantula, SimFix, combine: 15
0 qid:30056 1:0 2:0 3:0 4:0 5:0.0 #math-56, Tarantula, TBar, combine: 16
0 qid:30057 1:0 2:0 3:1 4:1 5:0.0 #math-57, DStar, ACS, combine: 1
1 qid:30057 1:0 2:0 3:1 4:1 5:1.0 #math-57, DStar, Nopol, combine: 2
0 qid:30057 1:0 2:0 3:1 4:1 5:0.5 #math-57, DStar, SimFix, combine: 3
1 qid:30057 1:0 2:0 3:1 4:1 5:1.0 #math-57, DStar, TBar, combine: 4
0 qid:30057 1:0 2:0 3:1 4:1 5:0.0 #math-57, Jaccard, ACS, combine: 5
1 qid:30057 1:0 2:0 3:1 4:1 5:1.0 #math-57, Jaccard, Nopol, combine: 6
0 qid:30057 1:0 2:0 3:1 4:1 5:0.5 #math-57, Jaccard, SimFix, combine: 7
1 qid:30057 1:0 2:0 3:1 4:1 5:1.0 #math-57, Jaccard, TBar, combine: 8
0 qid:30057 1:0 2:0 3:1 4:1 5:0.0 #math-57, Ochiai, ACS, combine: 9
1 qid:30057 1:0 2:0 3:1 4:1 5:1.0 #math-57, Ochiai, Nopol, combine: 10
0 qid:30057 1:0 2:0 3:1 4:1 5:0.5 #math-57, Ochiai, SimFix, combine: 11
1 qid:30057 1:0 2:0 3:1 4:1 5:1.0 #math-57, Ochiai, TBar, combine: 12
0 qid:30057 1:0 2:0 3:1 4:1 5:0.0 #math-57, Tarantula, ACS, combine: 13
1 qid:30057 1:0 2:0 3:1 4:1 5:1.0 #math-57, Tarantula, Nopol, combine: 14
0 qid:30057 1:0 2:0 3:1 4:1 5:0.5 #math-57, Tarantula, SimFix, combine: 15
1 qid:30057 1:0 2:0 3:1 4:1 5:1.0 #math-57, Tarantula, TBar, combine: 16
0 qid:30058 1:0 2:0 3:0 4:0 5:0.0 #math-58, DStar, ACS, combine: 1
0 qid:30058 1:0 2:0 3:0 4:0 5:0.5 #math-58, DStar, Nopol, combine: 2
0 qid:30058 1:0 2:0 3:0 4:0 5:0.5 #math-58, DStar, SimFix, combine: 3
1 qid:30058 1:0 2:0 3:0 4:0 5:1.0 #math-58, DStar, TBar, combine: 4
0 qid:30058 1:0 2:0 3:0 4:0 5:0.0 #math-58, Jaccard, ACS, combine: 5
0 qid:30058 1:0 2:0 3:0 4:0 5:0.5 #math-58, Jaccard, Nopol, combine: 6
0 qid:30058 1:0 2:0 3:0 4:0 5:0.5 #math-58, Jaccard, SimFix, combine: 7
1 qid:30058 1:0 2:0 3:0 4:0 5:1.0 #math-58, Jaccard, TBar, combine: 8
0 qid:30058 1:0 2:0 3:0 4:0 5:0.0 #math-58, Ochiai, ACS, combine: 9
0 qid:30058 1:0 2:0 3:0 4:0 5:0.5 #math-58, Ochiai, Nopol, combine: 10
0 qid:30058 1:0 2:0 3:0 4:0 5:0.5 #math-58, Ochiai, SimFix, combine: 11
1 qid:30058 1:0 2:0 3:0 4:0 5:1.0 #math-58, Ochiai, TBar, combine: 12
0 qid:30058 1:0 2:0 3:0 4:0 5:0.0 #math-58, Tarantula, ACS, combine: 13
0 qid:30058 1:0 2:0 3:0 4:0 5:0.5 #math-58, Tarantula, Nopol, combine: 14
0 qid:30058 1:0 2:0 3:0 4:0 5:0.5 #math-58, Tarantula, SimFix, combine: 15
1 qid:30058 1:0 2:0 3:0 4:0 5:1.0 #math-58, Tarantula, TBar, combine: 16
0 qid:30059 1:0 2:0 3:0 4:0 5:0.0 #math-59, DStar, ACS, combine: 1
0 qid:30059 1:0 2:0 3:0 4:0 5:0.0 #math-59, DStar, Nopol, combine: 2
1 qid:30059 1:0 2:0 3:0 4:0 5:1.0 #math-59, DStar, SimFix, combine: 3
0 qid:30059 1:0 2:0 3:0 4:0 5:0.0 #math-59, DStar, TBar, combine: 4
0 qid:30059 1:0 2:1 3:1 4:1 5:0.0 #math-59, Jaccard, ACS, combine: 5
0 qid:30059 1:0 2:1 3:1 4:1 5:0.0 #math-59, Jaccard, Nopol, combine: 6
1 qid:30059 1:0 2:1 3:1 4:1 5:1.0 #math-59, Jaccard, SimFix, combine: 7
0 qid:30059 1:0 2:1 3:1 4:1 5:0.0 #math-59, Jaccard, TBar, combine: 8
0 qid:30059 1:0 2:1 3:1 4:1 5:0.0 #math-59, Ochiai, ACS, combine: 9
0 qid:30059 1:0 2:1 3:1 4:1 5:0.0 #math-59, Ochiai, Nopol, combine: 10
1 qid:30059 1:0 2:1 3:1 4:1 5:1.0 #math-59, Ochiai, SimFix, combine: 11
0 qid:30059 1:0 2:1 3:1 4:1 5:0.0 #math-59, Ochiai, TBar, combine: 12
0 qid:30059 1:0 2:1 3:1 4:1 5:0.0 #math-59, Tarantula, ACS, combine: 13
0 qid:30059 1:0 2:1 3:1 4:1 5:0.0 #math-59, Tarantula, Nopol, combine: 14
1 qid:30059 1:0 2:1 3:1 4:1 5:1.0 #math-59, Tarantula, SimFix, combine: 15
0 qid:30059 1:0 2:1 3:1 4:1 5:0.0 #math-59, Tarantula, TBar, combine: 16
0 qid:30060 1:0 2:0 3:0 4:0 5:0.0 #math-60, DStar, ACS, combine: 1
0 qid:30060 1:0 2:0 3:0 4:0 5:0.0 #math-60, DStar, Nopol, combine: 2
0 qid:30060 1:0 2:0 3:0 4:0 5:0.0 #math-60, DStar, SimFix, combine: 3
0 qid:30060 1:0 2:0 3:0 4:0 5:0.0 #math-60, DStar, TBar, combine: 4
0 qid:30060 1:0 2:0 3:0 4:0 5:0.0 #math-60, Jaccard, ACS, combine: 5
0 qid:30060 1:0 2:0 3:0 4:0 5:0.0 #math-60, Jaccard, Nopol, combine: 6
0 qid:30060 1:0 2:0 3:0 4:0 5:0.0 #math-60, Jaccard, SimFix, combine: 7
0 qid:30060 1:0 2:0 3:0 4:0 5:0.0 #math-60, Jaccard, TBar, combine: 8
0 qid:30060 1:0 2:0 3:0 4:0 5:0.0 #math-60, Ochiai, ACS, combine: 9
0 qid:30060 1:0 2:0 3:0 4:0 5:0.0 #math-60, Ochiai, Nopol, combine: 10
0 qid:30060 1:0 2:0 3:0 4:0 5:0.0 #math-60, Ochiai, SimFix, combine: 11
0 qid:30060 1:0 2:0 3:0 4:0 5:0.0 #math-60, Ochiai, TBar, combine: 12
0 qid:30060 1:0 2:0 3:0 4:0 5:0.0 #math-60, Tarantula, ACS, combine: 13
0 qid:30060 1:0 2:0 3:0 4:0 5:0.0 #math-60, Tarantula, Nopol, combine: 14
0 qid:30060 1:0 2:0 3:0 4:0 5:0.0 #math-60, Tarantula, SimFix, combine: 15
0 qid:30060 1:0 2:0 3:0 4:0 5:0.0 #math-60, Tarantula, TBar, combine: 16
0 qid:30061 1:0 2:0 3:0 4:0 5:0.5 #math-61, DStar, ACS, combine: 1
0 qid:30061 1:0 2:0 3:0 4:0 5:0.0 #math-61, DStar, Nopol, combine: 2
0 qid:30061 1:0 2:0 3:0 4:0 5:0.0 #math-61, DStar, SimFix, combine: 3
0 qid:30061 1:0 2:0 3:0 4:0 5:0.0 #math-61, DStar, TBar, combine: 4
0 qid:30061 1:0 2:0 3:0 4:1 5:0.5 #math-61, Jaccard, ACS, combine: 5
0 qid:30061 1:0 2:0 3:0 4:1 5:0.0 #math-61, Jaccard, Nopol, combine: 6
0 qid:30061 1:0 2:0 3:0 4:1 5:0.0 #math-61, Jaccard, SimFix, combine: 7
0 qid:30061 1:0 2:0 3:0 4:1 5:0.0 #math-61, Jaccard, TBar, combine: 8
0 qid:30061 1:0 2:0 3:0 4:1 5:0.5 #math-61, Ochiai, ACS, combine: 9
0 qid:30061 1:0 2:0 3:0 4:1 5:0.0 #math-61, Ochiai, Nopol, combine: 10
0 qid:30061 1:0 2:0 3:0 4:1 5:0.0 #math-61, Ochiai, SimFix, combine: 11
0 qid:30061 1:0 2:0 3:0 4:1 5:0.0 #math-61, Ochiai, TBar, combine: 12
0 qid:30061 1:0 2:0 3:0 4:1 5:0.5 #math-61, Tarantula, ACS, combine: 13
0 qid:30061 1:0 2:0 3:0 4:1 5:0.0 #math-61, Tarantula, Nopol, combine: 14
0 qid:30061 1:0 2:0 3:0 4:1 5:0.0 #math-61, Tarantula, SimFix, combine: 15
0 qid:30061 1:0 2:0 3:0 4:1 5:0.0 #math-61, Tarantula, TBar, combine: 16
0 qid:30062 1:0 2:0 3:0 4:0 5:0.0 #math-62, DStar, ACS, combine: 1
0 qid:30062 1:0 2:0 3:0 4:0 5:0.0 #math-62, DStar, Nopol, combine: 2
0 qid:30062 1:0 2:0 3:0 4:0 5:0.0 #math-62, DStar, SimFix, combine: 3
0 qid:30062 1:0 2:0 3:0 4:0 5:0.5 #math-62, DStar, TBar, combine: 4
0 qid:30062 1:0 2:0 3:0 4:0 5:0.0 #math-62, Jaccard, ACS, combine: 5
0 qid:30062 1:0 2:0 3:0 4:0 5:0.0 #math-62, Jaccard, Nopol, combine: 6
0 qid:30062 1:0 2:0 3:0 4:0 5:0.0 #math-62, Jaccard, SimFix, combine: 7
0 qid:30062 1:0 2:0 3:0 4:0 5:0.5 #math-62, Jaccard, TBar, combine: 8
0 qid:30062 1:0 2:0 3:0 4:0 5:0.0 #math-62, Ochiai, ACS, combine: 9
0 qid:30062 1:0 2:0 3:0 4:0 5:0.0 #math-62, Ochiai, Nopol, combine: 10
0 qid:30062 1:0 2:0 3:0 4:0 5:0.0 #math-62, Ochiai, SimFix, combine: 11
0 qid:30062 1:0 2:0 3:0 4:0 5:0.5 #math-62, Ochiai, TBar, combine: 12
0 qid:30062 1:0 2:0 3:0 4:0 5:0.0 #math-62, Tarantula, ACS, combine: 13
0 qid:30062 1:0 2:0 3:0 4:0 5:0.0 #math-62, Tarantula, Nopol, combine: 14
0 qid:30062 1:0 2:0 3:0 4:0 5:0.0 #math-62, Tarantula, SimFix, combine: 15
0 qid:30062 1:0 2:0 3:0 4:0 5:0.5 #math-62, Tarantula, TBar, combine: 16
0 qid:30063 1:0 2:0 3:0 4:0 5:0.0 #math-63, DStar, ACS, combine: 1
0 qid:30063 1:0 2:0 3:0 4:0 5:0.0 #math-63, DStar, Nopol, combine: 2
0 qid:30063 1:0 2:0 3:0 4:0 5:0.5 #math-63, DStar, SimFix, combine: 3
0 qid:30063 1:0 2:0 3:0 4:0 5:0.0 #math-63, DStar, TBar, combine: 4
0 qid:30063 1:1 2:1 3:1 4:1 5:0.0 #math-63, Jaccard, ACS, combine: 5
0 qid:30063 1:1 2:1 3:1 4:1 5:0.0 #math-63, Jaccard, Nopol, combine: 6
0 qid:30063 1:1 2:1 3:1 4:1 5:0.5 #math-63, Jaccard, SimFix, combine: 7
0 qid:30063 1:1 2:1 3:1 4:1 5:0.0 #math-63, Jaccard, TBar, combine: 8
0 qid:30063 1:1 2:1 3:1 4:1 5:0.0 #math-63, Ochiai, ACS, combine: 9
0 qid:30063 1:1 2:1 3:1 4:1 5:0.0 #math-63, Ochiai, Nopol, combine: 10
0 qid:30063 1:1 2:1 3:1 4:1 5:0.5 #math-63, Ochiai, SimFix, combine: 11
0 qid:30063 1:1 2:1 3:1 4:1 5:0.0 #math-63, Ochiai, TBar, combine: 12
0 qid:30063 1:1 2:1 3:1 4:1 5:0.0 #math-63, Tarantula, ACS, combine: 13
0 qid:30063 1:1 2:1 3:1 4:1 5:0.0 #math-63, Tarantula, Nopol, combine: 14
0 qid:30063 1:1 2:1 3:1 4:1 5:0.5 #math-63, Tarantula, SimFix, combine: 15
0 qid:30063 1:1 2:1 3:1 4:1 5:0.0 #math-63, Tarantula, TBar, combine: 16
0 qid:30064 1:0 2:0 3:0 4:0 5:0.0 #math-64, DStar, ACS, combine: 1
0 qid:30064 1:0 2:0 3:0 4:0 5:0.0 #math-64, DStar, Nopol, combine: 2
0 qid:30064 1:0 2:0 3:0 4:0 5:0.0 #math-64, DStar, SimFix, combine: 3
0 qid:30064 1:0 2:0 3:0 4:0 5:0.5 #math-64, DStar, TBar, combine: 4
0 qid:30064 1:0 2:0 3:0 4:0 5:0.0 #math-64, Jaccard, ACS, combine: 5
0 qid:30064 1:0 2:0 3:0 4:0 5:0.0 #math-64, Jaccard, Nopol, combine: 6
0 qid:30064 1:0 2:0 3:0 4:0 5:0.0 #math-64, Jaccard, SimFix, combine: 7
0 qid:30064 1:0 2:0 3:0 4:0 5:0.5 #math-64, Jaccard, TBar, combine: 8
0 qid:30064 1:0 2:0 3:0 4:0 5:0.0 #math-64, Ochiai, ACS, combine: 9
0 qid:30064 1:0 2:0 3:0 4:0 5:0.0 #math-64, Ochiai, Nopol, combine: 10
0 qid:30064 1:0 2:0 3:0 4:0 5:0.0 #math-64, Ochiai, SimFix, combine: 11
0 qid:30064 1:0 2:0 3:0 4:0 5:0.5 #math-64, Ochiai, TBar, combine: 12
0 qid:30064 1:0 2:0 3:0 4:0 5:0.0 #math-64, Tarantula, ACS, combine: 13
0 qid:30064 1:0 2:0 3:0 4:0 5:0.0 #math-64, Tarantula, Nopol, combine: 14
0 qid:30064 1:0 2:0 3:0 4:0 5:0.0 #math-64, Tarantula, SimFix, combine: 15
0 qid:30064 1:0 2:0 3:0 4:0 5:0.5 #math-64, Tarantula, TBar, combine: 16
0 qid:30065 1:0 2:0 3:0 4:0 5:0.0 #math-65, DStar, ACS, combine: 1
0 qid:30065 1:0 2:0 3:0 4:0 5:0.0 #math-65, DStar, Nopol, combine: 2
0 qid:30065 1:0 2:0 3:0 4:0 5:0.0 #math-65, DStar, SimFix, combine: 3
0 qid:30065 1:0 2:0 3:0 4:0 5:0.5 #math-65, DStar, TBar, combine: 4
0 qid:30065 1:0 2:0 3:1 4:1 5:0.0 #math-65, Jaccard, ACS, combine: 5
0 qid:30065 1:0 2:0 3:1 4:1 5:0.0 #math-65, Jaccard, Nopol, combine: 6
0 qid:30065 1:0 2:0 3:1 4:1 5:0.0 #math-65, Jaccard, SimFix, combine: 7
0 qid:30065 1:0 2:0 3:1 4:1 5:0.5 #math-65, Jaccard, TBar, combine: 8
0 qid:30065 1:0 2:0 3:1 4:1 5:0.0 #math-65, Ochiai, ACS, combine: 9
0 qid:30065 1:0 2:0 3:1 4:1 5:0.0 #math-65, Ochiai, Nopol, combine: 10
0 qid:30065 1:0 2:0 3:1 4:1 5:0.0 #math-65, Ochiai, SimFix, combine: 11
0 qid:30065 1:0 2:0 3:1 4:1 5:0.5 #math-65, Ochiai, TBar, combine: 12
0 qid:30065 1:0 2:0 3:1 4:1 5:0.0 #math-65, Tarantula, ACS, combine: 13
0 qid:30065 1:0 2:0 3:1 4:1 5:0.0 #math-65, Tarantula, Nopol, combine: 14
0 qid:30065 1:0 2:0 3:1 4:1 5:0.0 #math-65, Tarantula, SimFix, combine: 15
0 qid:30065 1:0 2:0 3:1 4:1 5:0.5 #math-65, Tarantula, TBar, combine: 16
0 qid:30066 1:0 2:0 3:0 4:0 5:0.0 #math-66, DStar, ACS, combine: 1
0 qid:30066 1:0 2:0 3:0 4:0 5:0.0 #math-66, DStar, Nopol, combine: 2
0 qid:30066 1:0 2:0 3:0 4:0 5:0.0 #math-66, DStar, SimFix, combine: 3
0 qid:30066 1:0 2:0 3:0 4:0 5:0.0 #math-66, DStar, TBar, combine: 4
0 qid:30066 1:0 2:0 3:0 4:0 5:0.0 #math-66, Jaccard, ACS, combine: 5
0 qid:30066 1:0 2:0 3:0 4:0 5:0.0 #math-66, Jaccard, Nopol, combine: 6
0 qid:30066 1:0 2:0 3:0 4:0 5:0.0 #math-66, Jaccard, SimFix, combine: 7
0 qid:30066 1:0 2:0 3:0 4:0 5:0.0 #math-66, Jaccard, TBar, combine: 8
0 qid:30066 1:0 2:0 3:0 4:0 5:0.0 #math-66, Ochiai, ACS, combine: 9
0 qid:30066 1:0 2:0 3:0 4:0 5:0.0 #math-66, Ochiai, Nopol, combine: 10
0 qid:30066 1:0 2:0 3:0 4:0 5:0.0 #math-66, Ochiai, SimFix, combine: 11
0 qid:30066 1:0 2:0 3:0 4:0 5:0.0 #math-66, Ochiai, TBar, combine: 12
0 qid:30066 1:0 2:0 3:0 4:0 5:0.0 #math-66, Tarantula, ACS, combine: 13
0 qid:30066 1:0 2:0 3:0 4:0 5:0.0 #math-66, Tarantula, Nopol, combine: 14
0 qid:30066 1:0 2:0 3:0 4:0 5:0.0 #math-66, Tarantula, SimFix, combine: 15
0 qid:30066 1:0 2:0 3:0 4:0 5:0.0 #math-66, Tarantula, TBar, combine: 16
0 qid:30067 1:0 2:0 3:0 4:0 5:0.0 #math-67, DStar, ACS, combine: 1
0 qid:30067 1:0 2:0 3:0 4:0 5:0.0 #math-67, DStar, Nopol, combine: 2
0 qid:30067 1:0 2:0 3:0 4:0 5:0.0 #math-67, DStar, SimFix, combine: 3
0 qid:30067 1:0 2:0 3:0 4:0 5:0.0 #math-67, DStar, TBar, combine: 4
0 qid:30067 1:0 2:0 3:0 4:0 5:0.0 #math-67, Jaccard, ACS, combine: 5
0 qid:30067 1:0 2:0 3:0 4:0 5:0.0 #math-67, Jaccard, Nopol, combine: 6
0 qid:30067 1:0 2:0 3:0 4:0 5:0.0 #math-67, Jaccard, SimFix, combine: 7
0 qid:30067 1:0 2:0 3:0 4:0 5:0.0 #math-67, Jaccard, TBar, combine: 8
0 qid:30067 1:0 2:0 3:0 4:0 5:0.0 #math-67, Ochiai, ACS, combine: 9
0 qid:30067 1:0 2:0 3:0 4:0 5:0.0 #math-67, Ochiai, Nopol, combine: 10
0 qid:30067 1:0 2:0 3:0 4:0 5:0.0 #math-67, Ochiai, SimFix, combine: 11
0 qid:30067 1:0 2:0 3:0 4:0 5:0.0 #math-67, Ochiai, TBar, combine: 12
0 qid:30067 1:0 2:0 3:0 4:0 5:0.0 #math-67, Tarantula, ACS, combine: 13
0 qid:30067 1:0 2:0 3:0 4:0 5:0.0 #math-67, Tarantula, Nopol, combine: 14
0 qid:30067 1:0 2:0 3:0 4:0 5:0.0 #math-67, Tarantula, SimFix, combine: 15
0 qid:30067 1:0 2:0 3:0 4:0 5:0.0 #math-67, Tarantula, TBar, combine: 16
0 qid:30068 1:0 2:0 3:0 4:0 5:0.0 #math-68, DStar, ACS, combine: 1
0 qid:30068 1:0 2:0 3:0 4:0 5:0.0 #math-68, DStar, Nopol, combine: 2
0 qid:30068 1:0 2:0 3:0 4:0 5:0.0 #math-68, DStar, SimFix, combine: 3
0 qid:30068 1:0 2:0 3:0 4:0 5:0.5 #math-68, DStar, TBar, combine: 4
0 qid:30068 1:0 2:0 3:0 4:0 5:0.0 #math-68, Jaccard, ACS, combine: 5
0 qid:30068 1:0 2:0 3:0 4:0 5:0.0 #math-68, Jaccard, Nopol, combine: 6
0 qid:30068 1:0 2:0 3:0 4:0 5:0.0 #math-68, Jaccard, SimFix, combine: 7
0 qid:30068 1:0 2:0 3:0 4:0 5:0.5 #math-68, Jaccard, TBar, combine: 8
0 qid:30068 1:0 2:0 3:0 4:0 5:0.0 #math-68, Ochiai, ACS, combine: 9
0 qid:30068 1:0 2:0 3:0 4:0 5:0.0 #math-68, Ochiai, Nopol, combine: 10
0 qid:30068 1:0 2:0 3:0 4:0 5:0.0 #math-68, Ochiai, SimFix, combine: 11
0 qid:30068 1:0 2:0 3:0 4:0 5:0.5 #math-68, Ochiai, TBar, combine: 12
0 qid:30068 1:0 2:0 3:0 4:0 5:0.0 #math-68, Tarantula, ACS, combine: 13
0 qid:30068 1:0 2:0 3:0 4:0 5:0.0 #math-68, Tarantula, Nopol, combine: 14
0 qid:30068 1:0 2:0 3:0 4:0 5:0.0 #math-68, Tarantula, SimFix, combine: 15
0 qid:30068 1:0 2:0 3:0 4:0 5:0.5 #math-68, Tarantula, TBar, combine: 16
0 qid:30069 1:0 2:0 3:0 4:1 5:0.0 #math-69, DStar, ACS, combine: 1
0 qid:30069 1:0 2:0 3:0 4:1 5:0.5 #math-69, DStar, Nopol, combine: 2
0 qid:30069 1:0 2:0 3:0 4:1 5:0.0 #math-69, DStar, SimFix, combine: 3
0 qid:30069 1:0 2:0 3:0 4:1 5:0.0 #math-69, DStar, TBar, combine: 4
