10001 Q0 chart-1, Ample, ACS, combine: 1 1 0.46212 indri
10019 Q0 chart-19, Kulczynski1, TBar, combine: 137 207 0.46009 indri
10019 Q0 chart-19, Kulczynski1, jGenProg, combine: 138 208 0.46009 indri
10019 Q0 chart-19, Kulczynski1, jKali, combine: 139 209 0.46009 indri
10019 Q0 chart-19, Kulczynski1, jMutRepair, combine: 140 210 0.46009 indri
10019 Q0 chart-19, Kulczynskil2, ACS, combine: 141 211 0.46009 indri
10019 Q0 chart-19, Kulczynskil2, Nopol, combine: 142 212 0.46009 indri
10019 Q0 chart-19, Kulczynskil2, SimFix, combine: 143 213 0.46009 indri
10019 Q0 chart-19, Kulczynskil2, TBar, combine: 144 214 0.46009 indri
10019 Q0 chart-19, Kulczynskil2, jGenProg, combine: 145 215 0.46009 indri
10019 Q0 chart-19, Kulczynskil2, jKali, combine: 146 216 0.46009 indri
10019 Q0 chart-19, Kulczynskil2, jMutRepair, combine: 147 217 0.46009 indri
10019 Q0 chart-19, M1, ACS, combine: 148 218 0.46009 indri
10019 Q0 chart-19, M1, Nopol, combine: 149 219 0.46009 indri
10019 Q0 chart-19, M1, SimFix, combine: 150 220 0.46009 indri
10019 Q0 chart-19, M1, TBar, combine: 151 221 0.46009 indri
10019 Q0 chart-19, M1, jGenProg, combine: 152 222 0.46009 indri
10019 Q0 chart-19, M1, jKali, combine: 153 223 0.46009 indri
10019 Q0 chart-19, M1, jMutRepair, combine: 154 224 0.46009 indri
10019 Q0 chart-19, Mountford, ACS, combine: 169 225 0.46009 indri
10019 Q0 chart-19, Mountford, Nopol, combine: 170 226 0.46009 indri
10019 Q0 chart-19, Mountford, SimFix, combine: 171 227 0.46009 indri
10019 Q0 chart-19, Mountford, TBar, combine: 172 228 0.46009 indri
10019 Q0 chart-19, Mountford, jGenProg, combine: 173 229 0.46009 indri
10019 Q0 chart-19, Mountford, jKali, combine: 174 230 0.46009 indri
10019 Q0 chart-19, Mountford, jMutRepair, combine: 175 231 0.46009 indri
10019 Q0 chart-19, Ochiai, ACS, combine: 176 232 0.46009 indri
10019 Q0 chart-19, Ochiai, Nopol, combine: 177 233 0.46009 indri
10019 Q0 chart-19, Ochiai, SimFix, combine: 178 234 0.46009 indri
10019 Q0 chart-19, Ochiai, TBar, combine: 179 235 0.46009 indri
10019 Q0 chart-19, Ochiai, jGenProg, combine: 180 236 0.46009 indri
10019 Q0 chart-19, Ochiai, jKali, combine: 181 237 0.46009 indri
10019 Q0 chart-19, Ochiai, jMutRepair, combine: 182 238 0.46009 indri
10019 Q0 chart-19, Ochiai2, ACS, combine: 183 239 0.46009 indri
10019 Q0 chart-19, Ochiai2, Nopol, combine: 184 240 0.46009 indri
10019 Q0 chart-19, Ochiai2, SimFix, combine: 185 241 0.46009 indri
10019 Q0 chart-19, Ochiai2, TBar, combine: 186 242 0.46009 indri
10019 Q0 chart-19, Ochiai2, jGenProg, combine: 187 243 0.46009 indri
10019 Q0 chart-19, Ochiai2, jKali, combine: 188 244 0.46009 indri
10019 Q0 chart-19, Ochiai2, jMutRepair, combine: 189 245 0.46009 indri
10019 Q0 chart-19, Phi, ACS, combine: 211 246 0.46009 indri
10019 Q0 chart-19, Phi, Nopol, combine: 212 247 0.46009 indri
10019 Q0 chart-19, Phi, SimFix, combine: 213 248 0.46009 indri
10019 Q0 chart-19, Phi, TBar, combine: 214 249 0.46009 indri
10019 Q0 chart-19, Phi, jGenProg, combine: 215 250 0.46009 indri
10019 Q0 chart-19, Phi, jKali, combine: 216 251 0.46009 indri
10019 Q0 chart-19, Phi, jMutRepair, combine: 217 252 0.46009 indri
10019 Q0 chart-19, RogersTanimoto, ACS, combine: 225 253 0.46009 indri
10019 Q0 chart-19, RogersTanimoto, Nopol, combine: 226 254 0.46009 indri
10019 Q0 chart-19, RogersTanimoto, SimFix, combine: 227 255 0.46009 indri
10019 Q0 chart-19, RogersTanimoto, TBar, combine: 228 256 0.46009 indri
10019 Q0 chart-19, RogersTanimoto, jGenProg, combine: 229 257 0.46009 indri
10019 Q0 chart-19, RogersTanimoto, jKali, combine: 230 258 0.46009 indri
10019 Q0 chart-19, RogersTanimoto, jMutRepair, combine: 231 259 0.46009 indri
10019 Q0 chart-19, Rogot1, ACS, combine: 232 260 0.46009 indri
10019 Q0 chart-19, Rogot1, Nopol, combine: 233 261 0.46009 indri
10019 Q0 chart-19, Rogot1, SimFix, combine: 234 262 0.46009 indri
10019 Q0 chart-19, Rogot1, TBar, combine: 235 263 0.46009 indri
10019 Q0 chart-19, Rogot1, jGenProg, combine: 236 264 0.46009 indri
10019 Q0 chart-19, Rogot1, jKali, combine: 237 265 0.46009 indri
10019 Q0 chart-19, Rogot1, jMutRepair, combine: 238 266 0.46009 indri
10019 Q0 chart-19, Rogot2, ACS, combine: 239 267 0.46009 indri
10019 Q0 chart-19, Rogot2, Nopol, combine: 240 268 0.46009 indri
10019 Q0 chart-19, Rogot2, SimFix, combine: 241 269 0.46009 indri
10019 Q0 chart-19, Rogot2, TBar, combine: 242 270 0.46009 indri
10019 Q0 chart-19, Rogot2, jGenProg, combine: 243 271 0.46009 indri
10019 Q0 chart-19, Rogot2, jKali, combine: 244 272 0.46009 indri
10019 Q0 chart-19, Rogot2, jMutRepair, combine: 245 273 0.46009 indri
10019 Q0 chart-19, SBI, ACS, combine: 253 274 0.46009 indri
10019 Q0 chart-19, SBI, Nopol, combine: 254 275 0.46009 indri
10019 Q0 chart-19, SBI, SimFix, combine: 255 276 0.46009 indri
10019 Q0 chart-19, SBI, TBar, combine: 256 277 0.46009 indri
10019 Q0 chart-19, SBI, jGenProg, combine: 257 278 0.46009 indri
10019 Q0 chart-19, SBI, jKali, combine: 258 279 0.46009 indri
10019 Q0 chart-19, SBI, jMutRepair, combine: 259 280 0.46009 indri
10019 Q0 chart-19, Scott, ACS, combine: 260 281 0.46009 indri
10019 Q0 chart-19, Scott, Nopol, combine: 261 282 0.46009 indri
10019 Q0 chart-19, Scott, SimFix, combine: 262 283 0.46009 indri
10019 Q0 chart-19, Scott, TBar, combine: 263 284 0.46009 indri
10019 Q0 chart-19, Scott, jGenProg, combine: 264 285 0.46009 indri
10019 Q0 chart-19, Scott, jKali, combine: 265 286 0.46009 indri
10019 Q0 chart-19, Scott, jMutRepair, combine: 266 287 0.46009 indri
10019 Q0 chart-19, SimpleMatching, ACS, combine: 267 288 0.46009 indri
10019 Q0 chart-19, SimpleMatching, Nopol, combine: 268 289 0.46009 indri
10019 Q0 chart-19, SimpleMatching, SimFix, combine: 269 290 0.46009 indri
10019 Q0 chart-19, SimpleMatching, TBar, combine: 270 291 0.46009 indri
10019 Q0 chart-19, SimpleMatching, jGenProg, combine: 271 292 0.46009 indri
10019 Q0 chart-19, SimpleMatching, jKali, combine: 272 293 0.46009 indri
10019 Q0 chart-19, SimpleMatching, jMutRepair, combine: 273 294 0.46009 indri
10019 Q0 chart-19, Sokal, ACS, combine: 274 295 0.46009 indri
10019 Q0 chart-19, Sokal, Nopol, combine: 275 296 0.46009 indri
10019 Q0 chart-19, Sokal, SimFix, combine: 276 297 0.46009 indri
10019 Q0 chart-19, Sokal, TBar, combine: 277 298 0.46009 indri
10019 Q0 chart-19, Sokal, jGenProg, combine: 278 299 0.46009 indri
10019 Q0 chart-19, Sokal, jKali, combine: 279 300 0.46009 indri
10019 Q0 chart-19, Sokal, jMutRepair, combine: 280 301 0.46009 indri
10019 Q0 chart-19, SorensenDice, ACS, combine: 281 302 0.46009 indri
10019 Q0 chart-19, SorensenDice, Nopol, combine: 282 303 0.46009 indri
10019 Q0 chart-19, SorensenDice, SimFix, combine: 283 304 0.46009 indri
10019 Q0 chart-19, SorensenDice, TBar, combine: 284 305 0.46009 indri
10019 Q0 chart-19, SorensenDice, jGenProg, combine: 285 306 0.46009 indri
10019 Q0 chart-19, SorensenDice, jKali, combine: 286 307 0.46009 indri
10019 Q0 chart-19, SorensenDice, jMutRepair, combine: 287 308 0.46009 indri
10019 Q0 chart-19, Tarantula, ACS, combine: 288 309 0.46009 indri
10019 Q0 chart-19, Tarantula, Nopol, combine: 289 310 0.46009 indri
10019 Q0 chart-19, Tarantula, SimFix, combine: 290 311 0.46009 indri
10019 Q0 chart-19, Tarantula, TBar, combine: 291 312 0.46009 indri
10019 Q0 chart-19, Tarantula, jGenProg, combine: 292 313 0.46009 indri
10019 Q0 chart-19, Tarantula, jKali, combine: 293 314 0.46009 indri
10019 Q0 chart-19, Tarantula, jMutRepair, combine: 294 315 0.46009 indri
10019 Q0 chart-19, Tarwid, ACS, combine: 295 316 0.46009 indri
10019 Q0 chart-19, Tarwid, Nopol, combine: 296 317 0.46009 indri
10019 Q0 chart-19, Tarwid, SimFix, combine: 297 318 0.46009 indri
10019 Q0 chart-19, Tarwid, TBar, combine: 298 319 0.46009 indri
10019 Q0 chart-19, Tarwid, jGenProg, combine: 299 320 0.46009 indri
10019 Q0 chart-19, Tarwid, jKali, combine: 300 321 0.46009 indri
10019 Q0 chart-19, Tarwid, jMutRepair, combine: 301 322 0.46009 indri
10019 Q0 chart-19, Wong2, ACS, combine: 309 323 0.46009 indri
10019 Q0 chart-19, Wong2, Nopol, combine: 310 324 0.46009 indri
10019 Q0 chart-19, Wong2, SimFix, combine: 311 325 0.46009 indri
10019 Q0 chart-19, Wong2, TBar, combine: 312 326 0.46009 indri
10019 Q0 chart-19, Wong2, jGenProg, combine: 313 327 0.46009 indri
10019 Q0 chart-19, Wong2, jKali, combine: 314 328 0.46009 indri
10019 Q0 chart-19, Wong2, jMutRepair, combine: 315 329 0.46009 indri
10020 Q0 chart-20, Anderberg, ACS, combine: 8 1 0.4622 indri
10020 Q0 chart-20, Anderberg, Nopol, combine: 9 2 0.4622 indri
10020 Q0 chart-20, Anderberg, SimFix, combine: 10 3 0.4622 indri
10020 Q0 chart-20, Anderberg, TBar, combine: 11 4 0.4622 indri
10020 Q0 chart-20, Anderberg, jGenProg, combine: 12 5 0.4622 indri
10020 Q0 chart-20, Anderberg, jKali, combine: 13 6 0.4622 indri
10020 Q0 chart-20, Anderberg, jMutRepair, combine: 14 7 0.4622 indri
10020 Q0 chart-20, ArithmeticMean, ACS, combine: 15 8 0.4622 indri
10020 Q0 chart-20, ArithmeticMean, Nopol, combine: 16 9 0.4622 indri
10020 Q0 chart-20, ArithmeticMean, SimFix, combine: 17 10 0.4622 indri
10020 Q0 chart-20, ArithmeticMean, TBar, combine: 18 11 0.4622 indri
10020 Q0 chart-20, ArithmeticMean, jGenProg, combine: 19 12 0.4622 indri
10020 Q0 chart-20, ArithmeticMean, jKali, combine: 20 13 0.4622 indri
10020 Q0 chart-20, ArithmeticMean, jMutRepair, combine: 21 14 0.4622 indri
10020 Q0 chart-20, BaroniUrbaniBuser, ACS, combine: 22 15 0.4622 indri
10020 Q0 chart-20, BaroniUrbaniBuser, Nopol, combine: 23 16 0.4622 indri
10020 Q0 chart-20, BaroniUrbaniBuser, SimFix, combine: 24 17 0.4622 indri
10020 Q0 chart-20, BaroniUrbaniBuser, TBar, combine: 25 18 0.4622 indri
10020 Q0 chart-20, BaroniUrbaniBuser, jGenProg, combine: 26 19 0.4622 indri
10020 Q0 chart-20, BaroniUrbaniBuser, jKali, combine: 27 20 0.4622 indri
10020 Q0 chart-20, BaroniUrbaniBuser, jMutRepair, combine: 28 21 0.4622 indri
10020 Q0 chart-20, BraunBanqust, ACS, combine: 29 22 0.4622 indri
10020 Q0 chart-20, BraunBanqust, Nopol, combine: 30 23 0.4622 indri
10020 Q0 chart-20, BraunBanqust, SimFix, combine: 31 24 0.4622 indri
10020 Q0 chart-20, BraunBanqust, TBar, combine: 32 25 0.4622 indri
10020 Q0 chart-20, BraunBanqust, jGenProg, combine: 33 26 0.4622 indri
10020 Q0 chart-20, BraunBanqust, jKali, combine: 34 27 0.4622 indri
10020 Q0 chart-20, BraunBanqust, jMutRepair, combine: 35 28 0.4622 indri
10020 Q0 chart-20, Cohen, ACS, combine: 36 29 0.4622 indri
10020 Q0 chart-20, Cohen, Nopol, combine: 37 30 0.4622 indri
10020 Q0 chart-20, Cohen, SimFix, combine: 38 31 0.4622 indri
10020 Q0 chart-20, Cohen, TBar, combine: 39 32 0.4622 indri
10020 Q0 chart-20, Cohen, jGenProg, combine: 40 33 0.4622 indri
10020 Q0 chart-20, Cohen, jKali, combine: 41 34 0.4622 indri
10020 Q0 chart-20, Cohen, jMutRepair, combine: 42 35 0.4622 indri
10020 Q0 chart-20, Dennis, ACS, combine: 43 36 0.4622 indri
10020 Q0 chart-20, Dennis, Nopol, combine: 44 37 0.4622 indri
10020 Q0 chart-20, Dennis, SimFix, combine: 45 38 0.4622 indri
10020 Q0 chart-20, Dennis, TBar, combine: 46 39 0.4622 indri
10020 Q0 chart-20, Dennis, jGenProg, combine: 47 40 0.4622 indri
10020 Q0 chart-20, Dennis, jKali, combine: 48 41 0.4622 indri
10020 Q0 chart-20, Dennis, jMutRepair, combine: 49 42 0.4622 indri
10020 Q0 chart-20, Dice, ACS, combine: 50 43 0.4622 indri
10020 Q0 chart-20, Dice, Nopol, combine: 51 44 0.4622 indri
10020 Q0 chart-20, Dice, SimFix, combine: 52 45 0.4622 indri
10020 Q0 chart-20, Dice, TBar, combine: 53 46 0.4622 indri
10020 Q0 chart-20, Dice, jGenProg, combine: 54 47 0.4622 indri
10020 Q0 chart-20, Dice, jKali, combine: 55 48 0.4622 indri
10020 Q0 chart-20, Dice, jMutRepair, combine: 56 49 0.4622 indri
10020 Q0 chart-20, Dstar, ACS, combine: 57 50 0.4622 indri
10020 Q0 chart-20, Dstar, Nopol, combine: 58 51 0.4622 indri
10020 Q0 chart-20, Dstar, SimFix, combine: 59 52 0.4622 indri
10020 Q0 chart-20, Dstar, TBar, combine: 60 53 0.4622 indri
10020 Q0 chart-20, Dstar, jGenProg, combine: 61 54 0.4622 indri
10020 Q0 chart-20, Dstar, jKali, combine: 62 55 0.4622 indri
10020 Q0 chart-20, Dstar, jMutRepair, combine: 63 56 0.4622 indri
10020 Q0 chart-20, Goodman, ACS, combine: 85 57 0.4622 indri
10020 Q0 chart-20, Goodman, Nopol, combine: 86 58 0.4622 indri
10020 Q0 chart-20, Goodman, SimFix, combine: 87 59 0.4622 indri
10020 Q0 chart-20, Goodman, TBar, combine: 88 60 0.4622 indri
10020 Q0 chart-20, Goodman, jGenProg, combine: 89 61 0.4622 indri
10020 Q0 chart-20, Goodman, jKali, combine: 90 62 0.4622 indri
10020 Q0 chart-20, Goodman, jMutRepair, combine: 91 63 0.4622 indri
10020 Q0 chart-20, GP13, ACS, combine: 99 64 0.4622 indri
10020 Q0 chart-20, GP13, Nopol, combine: 100 65 0.4622 indri
10020 Q0 chart-20, GP13, SimFix, combine: 101 66 0.4622 indri
10020 Q0 chart-20, GP13, TBar, combine: 102 67 0.4622 indri
10020 Q0 chart-20, GP13, jGenProg, combine: 103 68 0.4622 indri
10020 Q0 chart-20, GP13, jKali, combine: 104 69 0.4622 indri
10020 Q0 chart-20, GP13, jMutRepair, combine: 105 70 0.4622 indri
10020 Q0 chart-20, Jaccard, ACS, combine: 127 71 0.4622 indri
10020 Q0 chart-20, Jaccard, Nopol, combine: 128 72 0.4622 indri
10020 Q0 chart-20, Jaccard, SimFix, combine: 129 73 0.4622 indri
10020 Q0 chart-20, Jaccard, TBar, combine: 130 74 0.4622 indri
10020 Q0 chart-20, Jaccard, jGenProg, combine: 131 75 0.4622 indri
10020 Q0 chart-20, Jaccard, jKali, combine: 132 76 0.4622 indri
10020 Q0 chart-20, Jaccard, jMutRepair, combine: 133 77 0.4622 indri
10020 Q0 chart-20, Kulczynski1, ACS, combine: 134 78 0.4622 indri
10020 Q0 chart-20, Kulczynski1, Nopol, combine: 135 79 0.4622 indri
10020 Q0 chart-20, Kulczynski1, SimFix, combine: 136 80 0.4622 indri
10020 Q0 chart-20, Kulczynski1, TBar, combine: 137 81 0.4622 indri
10020 Q0 chart-20, Kulczynski1, jGenProg, combine: 138 82 0.4622 indri
10020 Q0 chart-20, Kulczynski1, jKali, combine: 139 83 0.4622 indri
10020 Q0 chart-20, Kulczynski1, jMutRepair, combine: 140 84 0.4622 indri
10020 Q0 chart-20, Kulczynskil2, ACS, combine: 141 85 0.4622 indri
10020 Q0 chart-20, Kulczynskil2, Nopol, combine: 142 86 0.4622 indri
10020 Q0 chart-20, Kulczynskil2, SimFix, combine: 143 87 0.4622 indri
10020 Q0 chart-20, Kulczynskil2, TBar, combine: 144 88 0.4622 indri
10020 Q0 chart-20, Kulczynskil2, jGenProg, combine: 145 89 0.4622 indri
10020 Q0 chart-20, Kulczynskil2, jKali, combine: 146 90 0.4622 indri
10020 Q0 chart-20, Kulczynskil2, jMutRepair, combine: 147 91 0.4622 indri
10020 Q0 chart-20, M2, ACS, combine: 155 92 0.4622 indri
10020 Q0 chart-20, M2, Nopol, combine: 156 93 0.4622 indri
10020 Q0 chart-20, M2, SimFix, combine: 157 94 0.4622 indri
10020 Q0 chart-20, M2, TBar, combine: 158 95 0.4622 indri
10020 Q0 chart-20, M2, jGenProg, combine: 159 96 0.4622 indri
10020 Q0 chart-20, M2, jKali, combine: 160 97 0.4622 indri
10020 Q0 chart-20, M2, jMutRepair, combine: 161 98 0.4622 indri
10020 Q0 chart-20, Mountford, ACS, combine: 169 99 0.4622 indri
10020 Q0 chart-20, Mountford, Nopol, combine: 170 100 0.4622 indri
10020 Q0 chart-20, Mountford, SimFix, combine: 171 101 0.4622 indri
10020 Q0 chart-20, Mountford, TBar, combine: 172 102 0.4622 indri
10020 Q0 chart-20, Mountford, jGenProg, combine: 173 103 0.4622 indri
10020 Q0 chart-20, Mountford, jKali, combine: 174 104 0.4622 indri
10020 Q0 chart-20, Mountford, jMutRepair, combine: 175 105 0.4622 indri
10020 Q0 chart-20, Ochiai, ACS, combine: 176 106 0.4622 indri
10020 Q0 chart-20, Ochiai, Nopol, combine: 177 107 0.4622 indri
10020 Q0 chart-20, Ochiai, SimFix, combine: 178 108 0.4622 indri
10020 Q0 chart-20, Ochiai, TBar, combine: 179 109 0.4622 indri
10020 Q0 chart-20, Ochiai, jGenProg, combine: 180 110 0.4622 indri
10020 Q0 chart-20, Ochiai, jKali, combine: 181 111 0.4622 indri
10020 Q0 chart-20, Ochiai, jMutRepair, combine: 182 112 0.4622 indri
10020 Q0 chart-20, OptimalP, ACS, combine: 197 113 0.4622 indri
10020 Q0 chart-20, OptimalP, Nopol, combine: 198 114 0.4622 indri
10020 Q0 chart-20, OptimalP, SimFix, combine: 199 115 0.4622 indri
10020 Q0 chart-20, OptimalP, TBar, combine: 200 116 0.4622 indri
10020 Q0 chart-20, OptimalP, jGenProg, combine: 201 117 0.4622 indri
10020 Q0 chart-20, OptimalP, jKali, combine: 202 118 0.4622 indri
10020 Q0 chart-20, OptimalP, jMutRepair, combine: 203 119 0.4622 indri
10020 Q0 chart-20, Overlap, ACS, combine: 204 120 0.4622 indri
10020 Q0 chart-20, Overlap, Nopol, combine: 205 121 0.4622 indri
10020 Q0 chart-20, Overlap, SimFix, combine: 206 122 0.4622 indri
10020 Q0 chart-20, Overlap, TBar, combine: 207 123 0.4622 indri
10020 Q0 chart-20, Overlap, jGenProg, combine: 208 124 0.4622 indri
10020 Q0 chart-20, Overlap, jKali, combine: 209 125 0.4622 indri
10020 Q0 chart-20, Overlap, jMutRepair, combine: 210 126 0.4622 indri
10020 Q0 chart-20, Phi, ACS, combine: 211 127 0.4622 indri
10020 Q0 chart-20, Phi, Nopol, combine: 212 128 0.4622 indri
10020 Q0 chart-20, Phi, SimFix, combine: 213 129 0.4622 indri
10020 Q0 chart-20, Phi, TBar, combine: 214 130 0.4622 indri
10020 Q0 chart-20, Phi, jGenProg, combine: 215 131 0.4622 indri
10020 Q0 chart-20, Phi, jKali, combine: 216 132 0.4622 indri
10020 Q0 chart-20, Phi, jMutRepair, combine: 217 133 0.4622 indri
10020 Q0 chart-20, Rogot2, ACS, combine: 239 134 0.4622 indri
10020 Q0 chart-20, Rogot2, Nopol, combine: 240 135 0.4622 indri
10020 Q0 chart-20, Rogot2, SimFix, combine: 241 136 0.4622 indri
10020 Q0 chart-20, Rogot2, TBar, combine: 242 137 0.4622 indri
10020 Q0 chart-20, Rogot2, jGenProg, combine: 243 138 0.4622 indri
10020 Q0 chart-20, Rogot2, jKali, combine: 244 139 0.4622 indri
10020 Q0 chart-20, Rogot2, jMutRepair, combine: 245 140 0.4622 indri
10020 Q0 chart-20, SBI, ACS, combine: 253 141 0.4622 indri
10020 Q0 chart-20, SBI, Nopol, combine: 254 142 0.4622 indri
10020 Q0 chart-20, SBI, SimFix, combine: 255 143 0.4622 indri
10020 Q0 chart-20, SBI, TBar, combine: 256 144 0.4622 indri
10020 Q0 chart-20, SBI, jGenProg, combine: 257 145 0.4622 indri
10020 Q0 chart-20, SBI, jKali, combine: 258 146 0.4622 indri
10020 Q0 chart-20, SBI, jMutRepair, combine: 259 147 0.4622 indri
10020 Q0 chart-20, SorensenDice, ACS, combine: 281 148 0.4622 indri
10020 Q0 chart-20, SorensenDice, Nopol, combine: 282 149 0.4622 indri
10020 Q0 chart-20, SorensenDice, SimFix, combine: 283 150 0.4622 indri
10020 Q0 chart-20, SorensenDice, TBar, combine: 284 151 0.4622 indri
10020 Q0 chart-20, SorensenDice, jGenProg, combine: 285 152 0.4622 indri
10020 Q0 chart-20, SorensenDice, jKali, combine: 286 153 0.4622 indri
10020 Q0 chart-20, SorensenDice, jMutRepair, combine: 287 154 0.4622 indri
10020 Q0 chart-20, Tarantula, ACS, combine: 288 155 0.4622 indri
10020 Q0 chart-20, Tarantula, Nopol, combine: 289 156 0.4622 indri
10020 Q0 chart-20, Tarantula, SimFix, combine: 290 157 0.4622 indri
10020 Q0 chart-20, Tarantula, TBar, combine: 291 158 0.4622 indri
10020 Q0 chart-20, Tarantula, jGenProg, combine: 292 159 0.4622 indri
10020 Q0 chart-20, Tarantula, jKali, combine: 293 160 0.4622 indri
10020 Q0 chart-20, Tarantula, jMutRepair, combine: 294 161 0.4622 indri
10020 Q0 chart-20, Tarwid, ACS, combine: 295 162 0.4622 indri
10020 Q0 chart-20, Tarwid, Nopol, combine: 296 163 0.4622 indri
10020 Q0 chart-20, Tarwid, SimFix, combine: 297 164 0.4622 indri
10020 Q0 chart-20, Tarwid, TBar, combine: 298 165 0.4622 indri
10020 Q0 chart-20, Tarwid, jGenProg, combine: 299 166 0.4622 indri
10020 Q0 chart-20, Tarwid, jKali, combine: 300 167 0.4622 indri
10020 Q0 chart-20, Tarwid, jMutRepair, combine: 301 168 0.4622 indri
10020 Q0 chart-20, Wong3, ACS, combine: 316 169 0.4622 indri
10020 Q0 chart-20, Wong3, Nopol, combine: 317 170 0.4622 indri
10020 Q0 chart-20, Wong3, SimFix, combine: 318 171 0.4622 indri
10020 Q0 chart-20, Wong3, TBar, combine: 319 172 0.4622 indri
10020 Q0 chart-20, Wong3, jGenProg, combine: 320 173 0.4622 indri
10020 Q0 chart-20, Wong3, jKali, combine: 321 174 0.4622 indri
10020 Q0 chart-20, Wong3, jMutRepair, combine: 322 175 0.4622 indri
10020 Q0 chart-20, Ample, ACS, combine: 1 176 0.46212 indri
10020 Q0 chart-20, Ample, Nopol, combine: 2 177 0.46212 indri
10020 Q0 chart-20, Ample, SimFix, combine: 3 178 0.46212 indri
10020 Q0 chart-20, Ample, TBar, combine: 4 179 0.46212 indri
10020 Q0 chart-20, Ample, jGenProg, combine: 5 180 0.46212 indri
10020 Q0 chart-20, Ample, jKali, combine: 6 181 0.46212 indri
10020 Q0 chart-20, Ample, jMutRepair, combine: 7 182 0.46212 indri
10020 Q0 chart-20, Euclid, ACS, combine: 64 183 0.46212 indri
10020 Q0 chart-20, Euclid, Nopol, combine: 65 184 0.46212 indri
10020 Q0 chart-20, Euclid, SimFix, combine: 66 185 0.46212 indri
10020 Q0 chart-20, Euclid, TBar, combine: 67 186 0.46212 indri
10020 Q0 chart-20, Euclid, jGenProg, combine: 68 187 0.46212 indri
10020 Q0 chart-20, Euclid, jKali, combine: 69 188 0.46212 indri
10020 Q0 chart-20, Euclid, jMutRepair, combine: 70 189 0.46212 indri
10020 Q0 chart-20, Fleiss, ACS, combine: 71 190 0.46212 indri
10020 Q0 chart-20, Fleiss, Nopol, combine: 72 191 0.46212 indri
10020 Q0 chart-20, Fleiss, SimFix, combine: 73 192 0.46212 indri
10020 Q0 chart-20, Fleiss, TBar, combine: 74 193 0.46212 indri
10020 Q0 chart-20, Fleiss, jGenProg, combine: 75 194 0.46212 indri
10020 Q0 chart-20, Fleiss, jKali, combine: 76 195 0.46212 indri
10020 Q0 chart-20, Fleiss, jMutRepair, combine: 77 196 0.46212 indri
10020 Q0 chart-20, Fossum, ACS, combine: 78 197 0.46212 indri
10020 Q0 chart-20, Fossum, Nopol, combine: 79 198 0.46212 indri
10020 Q0 chart-20, Fossum, SimFix, combine: 80 199 0.46212 indri
10020 Q0 chart-20, Fossum, TBar, combine: 81 200 0.46212 indri
10020 Q0 chart-20, Fossum, jGenProg, combine: 82 201 0.46212 indri
10020 Q0 chart-20, Fossum, jKali, combine: 83 202 0.46212 indri
10020 Q0 chart-20, Fossum, jMutRepair, combine: 84 203 0.46212 indri
10020 Q0 chart-20, Gower, ACS, combine: 92 204 0.46212 indri
10020 Q0 chart-20, Gower, Nopol, combine: 93 205 0.46212 indri
10020 Q0 chart-20, Gower, SimFix, combine: 94 206 0.46212 indri
10020 Q0 chart-20, Gower, TBar, combine: 95 207 0.46212 indri
10020 Q0 chart-20, Gower, jGenProg, combine: 96 208 0.46212 indri
10020 Q0 chart-20, Gower, jKali, combine: 97 209 0.46212 indri
10020 Q0 chart-20, Gower, jMutRepair, combine: 98 210 0.46212 indri
10020 Q0 chart-20, Hamann, ACS, combine: 106 211 0.46212 indri
10020 Q0 chart-20, Hamann, Nopol, combine: 107 212 0.46212 indri
10020 Q0 chart-20, Hamann, SimFix, combine: 108 213 0.46212 indri
10020 Q0 chart-20, Hamann, TBar, combine: 109 214 0.46212 indri
10020 Q0 chart-20, Hamann, jGenProg, combine: 110 215 0.46212 indri
10020 Q0 chart-20, Hamann, jKali, combine: 111 216 0.46212 indri
10020 Q0 chart-20, Hamann, jMutRepair, combine: 112 217 0.46212 indri
10020 Q0 chart-20, Hamming, ACS, combine: 113 218 0.46212 indri
10020 Q0 chart-20, Hamming, Nopol, combine: 114 219 0.46212 indri
10020 Q0 chart-20, Hamming, SimFix, combine: 115 220 0.46212 indri
10020 Q0 chart-20, Hamming, TBar, combine: 116 221 0.46212 indri
10020 Q0 chart-20, Hamming, jGenProg, combine: 117 222 0.46212 indri
10020 Q0 chart-20, Hamming, jKali, combine: 118 223 0.46212 indri
10020 Q0 chart-20, Hamming, jMutRepair, combine: 119 224 0.46212 indri
10020 Q0 chart-20, HarmonicMean, ACS, combine: 120 225 0.46212 indri
10020 Q0 chart-20, HarmonicMean, Nopol, combine: 121 226 0.46212 indri
10020 Q0 chart-20, HarmonicMean, SimFix, combine: 122 227 0.46212 indri
10020 Q0 chart-20, HarmonicMean, TBar, combine: 123 228 0.46212 indri
10020 Q0 chart-20, HarmonicMean, jGenProg, combine: 124 229 0.46212 indri
10020 Q0 chart-20, HarmonicMean, jKali, combine: 125 230 0.46212 indri
10020 Q0 chart-20, HarmonicMean, jMutRepair, combine: 126 231 0.46212 indri
10020 Q0 chart-20, M1, ACS, combine: 148 232 0.46212 indri
10020 Q0 chart-20, M1, Nopol, combine: 149 233 0.46212 indri
10020 Q0 chart-20, M1, SimFix, combine: 150 234 0.46212 indri
10020 Q0 chart-20, M1, TBar, combine: 151 235 0.46212 indri
10020 Q0 chart-20, M1, jGenProg, combine: 152 236 0.46212 indri
