10001 Q0 chart-1, Ample, SimFix, combine: 3 1 0.55337 indri
10022 Q0 chart-22, Cohen, ACS, combine: 36 126 0.55675 indri
10022 Q0 chart-22, Cohen, Nopol, combine: 37 127 0.55675 indri
10022 Q0 chart-22, Cohen, jGenProg, combine: 40 128 0.55675 indri
10022 Q0 chart-22, Cohen, jKali, combine: 41 129 0.55675 indri
10022 Q0 chart-22, Cohen, jMutRepair, combine: 42 130 0.55675 indri
10022 Q0 chart-22, Dennis, ACS, combine: 43 131 0.55675 indri
10022 Q0 chart-22, Dennis, Nopol, combine: 44 132 0.55675 indri
10022 Q0 chart-22, Dennis, jGenProg, combine: 47 133 0.55675 indri
10022 Q0 chart-22, Dennis, jKali, combine: 48 134 0.55675 indri
10022 Q0 chart-22, Dennis, jMutRepair, combine: 49 135 0.55675 indri
10022 Q0 chart-22, Dice, ACS, combine: 50 136 0.55675 indri
10022 Q0 chart-22, Dice, Nopol, combine: 51 137 0.55675 indri
10022 Q0 chart-22, Dice, jGenProg, combine: 54 138 0.55675 indri
10022 Q0 chart-22, Dice, jKali, combine: 55 139 0.55675 indri
10022 Q0 chart-22, Dice, jMutRepair, combine: 56 140 0.55675 indri
10022 Q0 chart-22, Euclid, ACS, combine: 64 141 0.55675 indri
10022 Q0 chart-22, Euclid, Nopol, combine: 65 142 0.55675 indri
10022 Q0 chart-22, Euclid, jGenProg, combine: 68 143 0.55675 indri
10022 Q0 chart-22, Euclid, jKali, combine: 69 144 0.55675 indri
10022 Q0 chart-22, Euclid, jMutRepair, combine: 70 145 0.55675 indri
10022 Q0 chart-22, Fleiss, ACS, combine: 71 146 0.55675 indri
10022 Q0 chart-22, Fleiss, Nopol, combine: 72 147 0.55675 indri
10022 Q0 chart-22, Fleiss, jGenProg, combine: 75 148 0.55675 indri
10022 Q0 chart-22, Fleiss, jKali, combine: 76 149 0.55675 indri
10022 Q0 chart-22, Fleiss, jMutRepair, combine: 77 150 0.55675 indri
10022 Q0 chart-22, Fossum, ACS, combine: 78 151 0.55675 indri
10022 Q0 chart-22, Fossum, Nopol, combine: 79 152 0.55675 indri
10022 Q0 chart-22, Fossum, jGenProg, combine: 82 153 0.55675 indri
10022 Q0 chart-22, Fossum, jKali, combine: 83 154 0.55675 indri
10022 Q0 chart-22, Fossum, jMutRepair, combine: 84 155 0.55675 indri
10022 Q0 chart-22, Goodman, ACS, combine: 85 156 0.55675 indri
10022 Q0 chart-22, Goodman, Nopol, combine: 86 157 0.55675 indri
10022 Q0 chart-22, Goodman, jGenProg, combine: 89 158 0.55675 indri
10022 Q0 chart-22, Goodman, jKali, combine: 90 159 0.55675 indri
10022 Q0 chart-22, Goodman, jMutRepair, combine: 91 160 0.55675 indri
10022 Q0 chart-22, Hamann, ACS, combine: 106 161 0.55675 indri
10022 Q0 chart-22, Hamann, Nopol, combine: 107 162 0.55675 indri
10022 Q0 chart-22, Hamann, jGenProg, combine: 110 163 0.55675 indri
10022 Q0 chart-22, Hamann, jKali, combine: 111 164 0.55675 indri
10022 Q0 chart-22, Hamann, jMutRepair, combine: 112 165 0.55675 indri
10022 Q0 chart-22, Hamming, ACS, combine: 113 166 0.55675 indri
10022 Q0 chart-22, Hamming, Nopol, combine: 114 167 0.55675 indri
10022 Q0 chart-22, Hamming, jGenProg, combine: 117 168 0.55675 indri
10022 Q0 chart-22, Hamming, jKali, combine: 118 169 0.55675 indri
10022 Q0 chart-22, Hamming, jMutRepair, combine: 119 170 0.55675 indri
10022 Q0 chart-22, Jaccard, ACS, combine: 127 171 0.55675 indri
10022 Q0 chart-22, Jaccard, Nopol, combine: 128 172 0.55675 indri
10022 Q0 chart-22, Jaccard, jGenProg, combine: 131 173 0.55675 indri
10022 Q0 chart-22, Jaccard, jKali, combine: 132 174 0.55675 indri
10022 Q0 chart-22, Jaccard, jMutRepair, combine: 133 175 0.55675 indri
10022 Q0 chart-22, Kulczynski1, ACS, combine: 134 176 0.55675 indri
10022 Q0 chart-22, Kulczynski1, Nopol, combine: 135 177 0.55675 indri
10022 Q0 chart-22, Kulczynski1, jGenProg, combine: 138 178 0.55675 indri
10022 Q0 chart-22, Kulczynski1, jKali, combine: 139 179 0.55675 indri
10022 Q0 chart-22, Kulczynski1, jMutRepair, combine: 140 180 0.55675 indri
10022 Q0 chart-22, Kulczynskil2, ACS, combine: 141 181 0.55675 indri
10022 Q0 chart-22, Kulczynskil2, Nopol, combine: 142 182 0.55675 indri
10022 Q0 chart-22, Kulczynskil2, jGenProg, combine: 145 183 0.55675 indri
10022 Q0 chart-22, Kulczynskil2, jKali, combine: 146 184 0.55675 indri
10022 Q0 chart-22, Kulczynskil2, jMutRepair, combine: 147 185 0.55675 indri
10022 Q0 chart-22, M1, ACS, combine: 148 186 0.55675 indri
10022 Q0 chart-22, M1, Nopol, combine: 149 187 0.55675 indri
10022 Q0 chart-22, M1, jGenProg, combine: 152 188 0.55675 indri
10022 Q0 chart-22, M1, jKali, combine: 153 189 0.55675 indri
10022 Q0 chart-22, M1, jMutRepair, combine: 154 190 0.55675 indri
10022 Q0 chart-22, Mountford, ACS, combine: 169 191 0.55675 indri
10022 Q0 chart-22, Mountford, Nopol, combine: 170 192 0.55675 indri
10022 Q0 chart-22, Mountford, jGenProg, combine: 173 193 0.55675 indri
10022 Q0 chart-22, Mountford, jKali, combine: 174 194 0.55675 indri
10022 Q0 chart-22, Mountford, jMutRepair, combine: 175 195 0.55675 indri
10022 Q0 chart-22, Ochiai, ACS, combine: 176 196 0.55675 indri
10022 Q0 chart-22, Ochiai, Nopol, combine: 177 197 0.55675 indri
10022 Q0 chart-22, Ochiai, jGenProg, combine: 180 198 0.55675 indri
10022 Q0 chart-22, Ochiai, jKali, combine: 181 199 0.55675 indri
10022 Q0 chart-22, Ochiai, jMutRepair, combine: 182 200 0.55675 indri
10022 Q0 chart-22, Phi, ACS, combine: 211 201 0.55675 indri
10022 Q0 chart-22, Phi, Nopol, combine: 212 202 0.55675 indri
10022 Q0 chart-22, Phi, jGenProg, combine: 215 203 0.55675 indri
10022 Q0 chart-22, Phi, jKali, combine: 216 204 0.55675 indri
10022 Q0 chart-22, Phi, jMutRepair, combine: 217 205 0.55675 indri
10022 Q0 chart-22, RogersTanimoto, ACS, combine: 225 206 0.55675 indri
10022 Q0 chart-22, RogersTanimoto, Nopol, combine: 226 207 0.55675 indri
10022 Q0 chart-22, RogersTanimoto, jGenProg, combine: 229 208 0.55675 indri
10022 Q0 chart-22, RogersTanimoto, jKali, combine: 230 209 0.55675 indri
10022 Q0 chart-22, RogersTanimoto, jMutRepair, combine: 231 210 0.55675 indri
10022 Q0 chart-22, Rogot1, ACS, combine: 232 211 0.55675 indri
10022 Q0 chart-22, Rogot1, Nopol, combine: 233 212 0.55675 indri
10022 Q0 chart-22, Rogot1, jGenProg, combine: 236 213 0.55675 indri
10022 Q0 chart-22, Rogot1, jKali, combine: 237 214 0.55675 indri
10022 Q0 chart-22, Rogot1, jMutRepair, combine: 238 215 0.55675 indri
10022 Q0 chart-22, Rogot2, ACS, combine: 239 216 0.55675 indri
10022 Q0 chart-22, Rogot2, Nopol, combine: 240 217 0.55675 indri
10022 Q0 chart-22, Rogot2, jGenProg, combine: 243 218 0.55675 indri
10022 Q0 chart-22, Rogot2, jKali, combine: 244 219 0.55675 indri
10022 Q0 chart-22, Rogot2, jMutRepair, combine: 245 220 0.55675 indri
10022 Q0 chart-22, Scott, ACS, combine: 260 221 0.55675 indri
10022 Q0 chart-22, Scott, Nopol, combine: 261 222 0.55675 indri
10022 Q0 chart-22, Scott, jGenProg, combine: 264 223 0.55675 indri
10022 Q0 chart-22, Scott, jKali, combine: 265 224 0.55675 indri
10022 Q0 chart-22, Scott, jMutRepair, combine: 266 225 0.55675 indri
10022 Q0 chart-22, SimpleMatching, ACS, combine: 267 226 0.55675 indri
10022 Q0 chart-22, SimpleMatching, Nopol, combine: 268 227 0.55675 indri
10022 Q0 chart-22, SimpleMatching, jGenProg, combine: 271 228 0.55675 indri
10022 Q0 chart-22, SimpleMatching, jKali, combine: 272 229 0.55675 indri
10022 Q0 chart-22, SimpleMatching, jMutRepair, combine: 273 230 0.55675 indri
10022 Q0 chart-22, Sokal, ACS, combine: 274 231 0.55675 indri
10022 Q0 chart-22, Sokal, Nopol, combine: 275 232 0.55675 indri
10022 Q0 chart-22, Sokal, jGenProg, combine: 278 233 0.55675 indri
10022 Q0 chart-22, Sokal, jKali, combine: 279 234 0.55675 indri
10022 Q0 chart-22, Sokal, jMutRepair, combine: 280 235 0.55675 indri
10022 Q0 chart-22, SorensenDice, ACS, combine: 281 236 0.55675 indri
10022 Q0 chart-22, SorensenDice, Nopol, combine: 282 237 0.55675 indri
10022 Q0 chart-22, SorensenDice, jGenProg, combine: 285 238 0.55675 indri
10022 Q0 chart-22, SorensenDice, jKali, combine: 286 239 0.55675 indri
10022 Q0 chart-22, SorensenDice, jMutRepair, combine: 287 240 0.55675 indri
10022 Q0 chart-22, Wong2, ACS, combine: 309 241 0.55675 indri
10022 Q0 chart-22, Wong2, Nopol, combine: 310 242 0.55675 indri
10022 Q0 chart-22, Wong2, jGenProg, combine: 313 243 0.55675 indri
10022 Q0 chart-22, Wong2, jKali, combine: 314 244 0.55675 indri
10022 Q0 chart-22, Wong2, jMutRepair, combine: 315 245 0.55675 indri
10022 Q0 chart-22, Michael, SimFix, combine: 164 246 0.55541 indri
10022 Q0 chart-22, Michael, TBar, combine: 165 247 0.55541 indri
10022 Q0 chart-22, Michael, ACS, combine: 162 248 0.55454 indri
10022 Q0 chart-22, Michael, Nopol, combine: 163 249 0.55454 indri
10022 Q0 chart-22, Michael, jGenProg, combine: 166 250 0.55454 indri
10022 Q0 chart-22, Michael, jKali, combine: 167 251 0.55454 indri
10022 Q0 chart-22, Michael, jMutRepair, combine: 168 252 0.55454 indri
10022 Q0 chart-22, Ample, SimFix, combine: 3 253 0.55337 indri
10022 Q0 chart-22, Ample, TBar, combine: 4 254 0.55337 indri
10022 Q0 chart-22, Dstar, SimFix, combine: 59 255 0.55337 indri
10022 Q0 chart-22, Dstar, TBar, combine: 60 256 0.55337 indri
10022 Q0 chart-22, HarmonicMean, SimFix, combine: 122 257 0.55337 indri
10022 Q0 chart-22, HarmonicMean, TBar, combine: 123 258 0.55337 indri
10022 Q0 chart-22, M2, SimFix, combine: 157 259 0.55337 indri
10022 Q0 chart-22, M2, TBar, combine: 158 260 0.55337 indri
10022 Q0 chart-22, OptimalP, SimFix, combine: 199 261 0.55337 indri
10022 Q0 chart-22, OptimalP, TBar, combine: 200 262 0.55337 indri
10022 Q0 chart-22, Overlap, SimFix, combine: 206 263 0.55337 indri
10022 Q0 chart-22, Overlap, TBar, combine: 207 264 0.55337 indri
10022 Q0 chart-22, Pierce, SimFix, combine: 220 265 0.55337 indri
10022 Q0 chart-22, Pierce, TBar, combine: 221 266 0.55337 indri
10022 Q0 chart-22, RussellRao, SimFix, combine: 248 267 0.55337 indri
10022 Q0 chart-22, RussellRao, TBar, combine: 249 268 0.55337 indri
10022 Q0 chart-22, Wong1, SimFix, combine: 304 269 0.55337 indri
10022 Q0 chart-22, Wong1, TBar, combine: 305 270 0.55337 indri
10022 Q0 chart-22, Wong3, SimFix, combine: 318 271 0.55337 indri
10022 Q0 chart-22, Wong3, TBar, combine: 319 272 0.55337 indri
10022 Q0 chart-22, Zoltar, SimFix, combine: 325 273 0.55337 indri
10022 Q0 chart-22, Zoltar, TBar, combine: 326 274 0.55337 indri
10022 Q0 chart-22, Ample, ACS, combine: 1 275 0.5525 indri
10022 Q0 chart-22, Ample, Nopol, combine: 2 276 0.5525 indri
10022 Q0 chart-22, Ample, jGenProg, combine: 5 277 0.5525 indri
10022 Q0 chart-22, Ample, jKali, combine: 6 278 0.5525 indri
10022 Q0 chart-22, Ample, jMutRepair, combine: 7 279 0.5525 indri
10022 Q0 chart-22, Dstar, ACS, combine: 57 280 0.5525 indri
10022 Q0 chart-22, Dstar, Nopol, combine: 58 281 0.5525 indri
10022 Q0 chart-22, Dstar, jGenProg, combine: 61 282 0.5525 indri
10022 Q0 chart-22, Dstar, jKali, combine: 62 283 0.5525 indri
10022 Q0 chart-22, Dstar, jMutRepair, combine: 63 284 0.5525 indri
10022 Q0 chart-22, HarmonicMean, ACS, combine: 120 285 0.5525 indri
10022 Q0 chart-22, HarmonicMean, Nopol, combine: 121 286 0.5525 indri
10022 Q0 chart-22, HarmonicMean, jGenProg, combine: 124 287 0.5525 indri
10022 Q0 chart-22, HarmonicMean, jKali, combine: 125 288 0.5525 indri
10022 Q0 chart-22, HarmonicMean, jMutRepair, combine: 126 289 0.5525 indri
10022 Q0 chart-22, M2, ACS, combine: 155 290 0.5525 indri
10022 Q0 chart-22, M2, Nopol, combine: 156 291 0.5525 indri
10022 Q0 chart-22, M2, jGenProg, combine: 159 292 0.5525 indri
10022 Q0 chart-22, M2, jKali, combine: 160 293 0.5525 indri
10022 Q0 chart-22, M2, jMutRepair, combine: 161 294 0.5525 indri
10022 Q0 chart-22, OptimalP, ACS, combine: 197 295 0.5525 indri
10022 Q0 chart-22, OptimalP, Nopol, combine: 198 296 0.5525 indri
10022 Q0 chart-22, OptimalP, jGenProg, combine: 201 297 0.5525 indri
10022 Q0 chart-22, OptimalP, jKali, combine: 202 298 0.5525 indri
10022 Q0 chart-22, OptimalP, jMutRepair, combine: 203 299 0.5525 indri
10022 Q0 chart-22, Overlap, ACS, combine: 204 300 0.5525 indri
10022 Q0 chart-22, Overlap, Nopol, combine: 205 301 0.5525 indri
10022 Q0 chart-22, Overlap, jGenProg, combine: 208 302 0.5525 indri
10022 Q0 chart-22, Overlap, jKali, combine: 209 303 0.5525 indri
10022 Q0 chart-22, Overlap, jMutRepair, combine: 210 304 0.5525 indri
10022 Q0 chart-22, Pierce, ACS, combine: 218 305 0.5525 indri
10022 Q0 chart-22, Pierce, Nopol, combine: 219 306 0.5525 indri
10022 Q0 chart-22, Pierce, jGenProg, combine: 222 307 0.5525 indri
10022 Q0 chart-22, Pierce, jKali, combine: 223 308 0.5525 indri
10022 Q0 chart-22, Pierce, jMutRepair, combine: 224 309 0.5525 indri
10022 Q0 chart-22, RussellRao, ACS, combine: 246 310 0.5525 indri
10022 Q0 chart-22, RussellRao, Nopol, combine: 247 311 0.5525 indri
10022 Q0 chart-22, RussellRao, jGenProg, combine: 250 312 0.5525 indri
10022 Q0 chart-22, RussellRao, jKali, combine: 251 313 0.5525 indri
10022 Q0 chart-22, RussellRao, jMutRepair, combine: 252 314 0.5525 indri
10022 Q0 chart-22, Wong1, ACS, combine: 302 315 0.5525 indri
10022 Q0 chart-22, Wong1, Nopol, combine: 303 316 0.5525 indri
10022 Q0 chart-22, Wong1, jGenProg, combine: 306 317 0.5525 indri
10022 Q0 chart-22, Wong1, jKali, combine: 307 318 0.5525 indri
10022 Q0 chart-22, Wong1, jMutRepair, combine: 308 319 0.5525 indri
10022 Q0 chart-22, Wong3, ACS, combine: 316 320 0.5525 indri
10022 Q0 chart-22, Wong3, Nopol, combine: 317 321 0.5525 indri
10022 Q0 chart-22, Wong3, jGenProg, combine: 320 322 0.5525 indri
10022 Q0 chart-22, Wong3, jKali, combine: 321 323 0.5525 indri
10022 Q0 chart-22, Wong3, jMutRepair, combine: 322 324 0.5525 indri
10022 Q0 chart-22, Zoltar, ACS, combine: 323 325 0.5525 indri
10022 Q0 chart-22, Zoltar, Nopol, combine: 324 326 0.5525 indri
10022 Q0 chart-22, Zoltar, jGenProg, combine: 327 327 0.5525 indri
10022 Q0 chart-22, Zoltar, jKali, combine: 328 328 0.5525 indri
10022 Q0 chart-22, Zoltar, jMutRepair, combine: 329 329 0.5525 indri
10023 Q0 chart-23, Ample, ACS, combine: 1 1 0.5525 indri
10023 Q0 chart-23, Ample, Nopol, combine: 2 2 0.5525 indri
10023 Q0 chart-23, Ample, SimFix, combine: 3 3 0.5525 indri
10023 Q0 chart-23, Ample, TBar, combine: 4 4 0.5525 indri
10023 Q0 chart-23, Ample, jGenProg, combine: 5 5 0.5525 indri
10023 Q0 chart-23, Ample, jKali, combine: 6 6 0.5525 indri
10023 Q0 chart-23, Ample, jMutRepair, combine: 7 7 0.5525 indri
10023 Q0 chart-23, Anderberg, ACS, combine: 8 8 0.5525 indri
10023 Q0 chart-23, Anderberg, Nopol, combine: 9 9 0.5525 indri
10023 Q0 chart-23, Anderberg, SimFix, combine: 10 10 0.5525 indri
10023 Q0 chart-23, Anderberg, TBar, combine: 11 11 0.5525 indri
10023 Q0 chart-23, Anderberg, jGenProg, combine: 12 12 0.5525 indri
10023 Q0 chart-23, Anderberg, jKali, combine: 13 13 0.5525 indri
10023 Q0 chart-23, Anderberg, jMutRepair, combine: 14 14 0.5525 indri
10023 Q0 chart-23, ArithmeticMean, ACS, combine: 15 15 0.5525 indri
10023 Q0 chart-23, ArithmeticMean, Nopol, combine: 16 16 0.5525 indri
10023 Q0 chart-23, ArithmeticMean, SimFix, combine: 17 17 0.5525 indri
10023 Q0 chart-23, ArithmeticMean, TBar, combine: 18 18 0.5525 indri
10023 Q0 chart-23, ArithmeticMean, jGenProg, combine: 19 19 0.5525 indri
10023 Q0 chart-23, ArithmeticMean, jKali, combine: 20 20 0.5525 indri
10023 Q0 chart-23, ArithmeticMean, jMutRepair, combine: 21 21 0.5525 indri
10023 Q0 chart-23, BaroniUrbaniBuser, ACS, combine: 22 22 0.5525 indri
10023 Q0 chart-23, BaroniUrbaniBuser, Nopol, combine: 23 23 0.5525 indri
10023 Q0 chart-23, BaroniUrbaniBuser, SimFix, combine: 24 24 0.5525 indri
10023 Q0 chart-23, BaroniUrbaniBuser, TBar, combine: 25 25 0.5525 indri
10023 Q0 chart-23, BaroniUrbaniBuser, jGenProg, combine: 26 26 0.5525 indri
10023 Q0 chart-23, BaroniUrbaniBuser, jKali, combine: 27 27 0.5525 indri
10023 Q0 chart-23, BaroniUrbaniBuser, jMutRepair, combine: 28 28 0.5525 indri
10023 Q0 chart-23, BraunBanqust, ACS, combine: 29 29 0.5525 indri
10023 Q0 chart-23, BraunBanqust, Nopol, combine: 30 30 0.5525 indri
10023 Q0 chart-23, BraunBanqust, SimFix, combine: 31 31 0.5525 indri
10023 Q0 chart-23, BraunBanqust, TBar, combine: 32 32 0.5525 indri
10023 Q0 chart-23, BraunBanqust, jGenProg, combine: 33 33 0.5525 indri
10023 Q0 chart-23, BraunBanqust, jKali, combine: 34 34 0.5525 indri
10023 Q0 chart-23, BraunBanqust, jMutRepair, combine: 35 35 0.5525 indri
10023 Q0 chart-23, Cohen, ACS, combine: 36 36 0.5525 indri
10023 Q0 chart-23, Cohen, Nopol, combine: 37 37 0.5525 indri
10023 Q0 chart-23, Cohen, SimFix, combine: 38 38 0.5525 indri
10023 Q0 chart-23, Cohen, TBar, combine: 39 39 0.5525 indri
10023 Q0 chart-23, Cohen, jGenProg, combine: 40 40 0.5525 indri
10023 Q0 chart-23, Cohen, jKali, combine: 41 41 0.5525 indri
10023 Q0 chart-23, Cohen, jMutRepair, combine: 42 42 0.5525 indri
10023 Q0 chart-23, Dennis, ACS, combine: 43 43 0.5525 indri
10023 Q0 chart-23, Dennis, Nopol, combine: 44 44 0.5525 indri
10023 Q0 chart-23, Dennis, SimFix, combine: 45 45 0.5525 indri
10023 Q0 chart-23, Dennis, TBar, combine: 46 46 0.5525 indri
10023 Q0 chart-23, Dennis, jGenProg, combine: 47 47 0.5525 indri
10023 Q0 chart-23, Dennis, jKali, combine: 48 48 0.5525 indri
10023 Q0 chart-23, Dennis, jMutRepair, combine: 49 49 0.5525 indri
10023 Q0 chart-23, Dice, ACS, combine: 50 50 0.5525 indri
10023 Q0 chart-23, Dice, Nopol, combine: 51 51 0.5525 indri
10023 Q0 chart-23, Dice, SimFix, combine: 52 52 0.5525 indri
10023 Q0 chart-23, Dice, TBar, combine: 53 53 0.5525 indri
10023 Q0 chart-23, Dice, jGenProg, combine: 54 54 0.5525 indri
10023 Q0 chart-23, Dice, jKali, combine: 55 55 0.5525 indri
10023 Q0 chart-23, Dice, jMutRepair, combine: 56 56 0.5525 indri
10023 Q0 chart-23, Dstar, ACS, combine: 57 57 0.5525 indri
10023 Q0 chart-23, Dstar, Nopol, combine: 58 58 0.5525 indri
10023 Q0 chart-23, Dstar, SimFix, combine: 59 59 0.5525 indri
10023 Q0 chart-23, Dstar, TBar, combine: 60 60 0.5525 indri
10023 Q0 chart-23, Dstar, jGenProg, combine: 61 61 0.5525 indri
10023 Q0 chart-23, Dstar, jKali, combine: 62 62 0.5525 indri
10023 Q0 chart-23, Dstar, jMutRepair, combine: 63 63 0.5525 indri
10023 Q0 chart-23, Euclid, ACS, combine: 64 64 0.5525 indri
10023 Q0 chart-23, Euclid, Nopol, combine: 65 65 0.5525 indri
10023 Q0 chart-23, Euclid, SimFix, combine: 66 66 0.5525 indri
10023 Q0 chart-23, Euclid, TBar, combine: 67 67 0.5525 indri
10023 Q0 chart-23, Euclid, jGenProg, combine: 68 68 0.5525 indri
10023 Q0 chart-23, Euclid, jKali, combine: 69 69 0.5525 indri
10023 Q0 chart-23, Euclid, jMutRepair, combine: 70 70 0.5525 indri
10023 Q0 chart-23, Fleiss, ACS, combine: 71 71 0.5525 indri
10023 Q0 chart-23, Fleiss, Nopol, combine: 72 72 0.5525 indri
10023 Q0 chart-23, Fleiss, SimFix, combine: 73 73 0.5525 indri
10023 Q0 chart-23, Fleiss, TBar, combine: 74 74 0.5525 indri
10023 Q0 chart-23, Fleiss, jGenProg, combine: 75 75 0.5525 indri
10023 Q0 chart-23, Fleiss, jKali, combine: 76 76 0.5525 indri
10023 Q0 chart-23, Fleiss, jMutRepair, combine: 77 77 0.5525 indri
10023 Q0 chart-23, Fossum, ACS, combine: 78 78 0.5525 indri
10023 Q0 chart-23, Fossum, Nopol, combine: 79 79 0.5525 indri
10023 Q0 chart-23, Fossum, SimFix, combine: 80 80 0.5525 indri
10023 Q0 chart-23, Fossum, TBar, combine: 81 81 0.5525 indri
10023 Q0 chart-23, Fossum, jGenProg, combine: 82 82 0.5525 indri
10023 Q0 chart-23, Fossum, jKali, combine: 83 83 0.5525 indri
10023 Q0 chart-23, Fossum, jMutRepair, combine: 84 84 0.5525 indri
10023 Q0 chart-23, Goodman, ACS, combine: 85 85 0.5525 indri
10023 Q0 chart-23, Goodman, Nopol, combine: 86 86 0.5525 indri
10023 Q0 chart-23, Goodman, SimFix, combine: 87 87 0.5525 indri
10023 Q0 chart-23, Goodman, TBar, combine: 88 88 0.5525 indri
10023 Q0 chart-23, Goodman, jGenProg, combine: 89 89 0.5525 indri
10023 Q0 chart-23, Goodman, jKali, combine: 90 90 0.5525 indri
10023 Q0 chart-23, Goodman, jMutRepair, combine: 91 91 0.5525 indri
10023 Q0 chart-23, Gower, ACS, combine: 92 92 0.5525 indri
10023 Q0 chart-23, Gower, Nopol, combine: 93 93 0.5525 indri
10023 Q0 chart-23, Gower, SimFix, combine: 94 94 0.5525 indri
10023 Q0 chart-23, Gower, TBar, combine: 95 95 0.5525 indri
10023 Q0 chart-23, Gower, jGenProg, combine: 96 96 0.5525 indri
10023 Q0 chart-23, Gower, jKali, combine: 97 97 0.5525 indri
10023 Q0 chart-23, Gower, jMutRepair, combine: 98 98 0.5525 indri
10023 Q0 chart-23, GP13, ACS, combine: 99 99 0.5525 indri
10023 Q0 chart-23, GP13, Nopol, combine: 100 100 0.5525 indri
10023 Q0 chart-23, GP13, SimFix, combine: 101 101 0.5525 indri
10023 Q0 chart-23, GP13, TBar, combine: 102 102 0.5525 indri
10023 Q0 chart-23, GP13, jGenProg, combine: 103 103 0.5525 indri
10023 Q0 chart-23, GP13, jKali, combine: 104 104 0.5525 indri
10023 Q0 chart-23, GP13, jMutRepair, combine: 105 105 0.5525 indri
10023 Q0 chart-23, Hamann, ACS, combine: 106 106 0.5525 indri
10023 Q0 chart-23, Hamann, Nopol, combine: 107 107 0.5525 indri
10023 Q0 chart-23, Hamann, SimFix, combine: 108 108 0.5525 indri
10023 Q0 chart-23, Hamann, TBar, combine: 109 109 0.5525 indri
10023 Q0 chart-23, Hamann, jGenProg, combine: 110 110 0.5525 indri
10023 Q0 chart-23, Hamann, jKali, combine: 111 111 0.5525 indri
10023 Q0 chart-23, Hamann, jMutRepair, combine: 112 112 0.5525 indri
10023 Q0 chart-23, Hamming, ACS, combine: 113 113 0.5525 indri
10023 Q0 chart-23, Hamming, Nopol, combine: 114 114 0.5525 indri
10023 Q0 chart-23, Hamming, SimFix, combine: 115 115 0.5525 indri
10023 Q0 chart-23, Hamming, TBar, combine: 116 116 0.5525 indri
10023 Q0 chart-23, Hamming, jGenProg, combine: 117 117 0.5525 indri
10023 Q0 chart-23, Hamming, jKali, combine: 118 118 0.5525 indri
10023 Q0 chart-23, Hamming, jMutRepair, combine: 119 119 0.5525 indri
10023 Q0 chart-23, HarmonicMean, ACS, combine: 120 120 0.5525 indri
10023 Q0 chart-23, HarmonicMean, Nopol, combine: 121 121 0.5525 indri
10023 Q0 chart-23, HarmonicMean, SimFix, combine: 122 122 0.5525 indri
10023 Q0 chart-23, HarmonicMean, TBar, combine: 123 123 0.5525 indri
10023 Q0 chart-23, HarmonicMean, jGenProg, combine: 124 124 0.5525 indri
10023 Q0 chart-23, HarmonicMean, jKali, combine: 125 125 0.5525 indri
10023 Q0 chart-23, HarmonicMean, jMutRepair, combine: 126 126 0.5525 indri
10023 Q0 chart-23, Jaccard, ACS, combine: 127 127 0.5525 indri
10023 Q0 chart-23, Jaccard, Nopol, combine: 128 128 0.5525 indri
10023 Q0 chart-23, Jaccard, SimFix, combine: 129 129 0.5525 indri
10023 Q0 chart-23, Jaccard, TBar, combine: 130 130 0.5525 indri
10023 Q0 chart-23, Jaccard, jGenProg, combine: 131 131 0.5525 indri
10023 Q0 chart-23, Jaccard, jKali, combine: 132 132 0.5525 indri
10023 Q0 chart-23, Jaccard, jMutRepair, combine: 133 133 0.5525 indri
10023 Q0 chart-23, Kulczynski1, ACS, combine: 134 134 0.5525 indri
10023 Q0 chart-23, Kulczynski1, Nopol, combine: 135 135 0.5525 indri
10023 Q0 chart-23, Kulczynski1, SimFix, combine: 136 136 0.5525 indri
10023 Q0 chart-23, Kulczynski1, TBar, combine: 137 137 0.5525 indri
10023 Q0 chart-23, Kulczynski1, jGenProg, combine: 138 138 0.5525 indri
10023 Q0 chart-23, Kulczynski1, jKali, combine: 139 139 0.5525 indri
10023 Q0 chart-23, Kulczynski1, jMutRepair, combine: 140 140 0.5525 indri
10023 Q0 chart-23, Kulczynskil2, ACS, combine: 141 141 0.5525 indri
10023 Q0 chart-23, Kulczynskil2, Nopol, combine: 142 142 0.5525 indri
10023 Q0 chart-23, Kulczynskil2, SimFix, combine: 143 143 0.5525 indri
10023 Q0 chart-23, Kulczynskil2, TBar, combine: 144 144 0.5525 indri
10023 Q0 chart-23, Kulczynskil2, jGenProg, combine: 145 145 0.5525 indri
10023 Q0 chart-23, Kulczynskil2, jKali, combine: 146 146 0.5525 indri
10023 Q0 chart-23, Kulczynskil2, jMutRepair, combine: 147 147 0.5525 indri
10023 Q0 chart-23, M1, ACS, combine: 148 148 0.5525 indri
10023 Q0 chart-23, M1, Nopol, combine: 149 149 0.5525 indri
10023 Q0 chart-23, M1, SimFix, combine: 150 150 0.5525 indri
10023 Q0 chart-23, M1, TBar, combine: 151 151 0.5525 indri
10023 Q0 chart-23, M1, jGenProg, combine: 152 152 0.5525 indri
10023 Q0 chart-23, M1, jKali, combine: 153 153 0.5525 indri
10023 Q0 chart-23, M1, jMutRepair, combine: 154 154 0.5525 indri
10023 Q0 chart-23, M2, ACS, combine: 155 155 0.5525 indri
10023 Q0 chart-23, M2, Nopol, combine: 156 156 0.5525 indri
