0 qid:20001 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-1, Ample, ACS, combine: 1
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Fossum, Nopol, combine: 46
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Fossum, SimFix, combine: 47
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Fossum, TBar, combine: 48
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Goodman, ACS, combine: 49
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Goodman, Nopol, combine: 50
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Goodman, SimFix, combine: 51
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Goodman, TBar, combine: 52
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Gower, ACS, combine: 53
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Gower, Nopol, combine: 54
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Gower, SimFix, combine: 55
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Gower, TBar, combine: 56
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, GP13, ACS, combine: 57
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, GP13, Nopol, combine: 58
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, GP13, SimFix, combine: 59
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, GP13, TBar, combine: 60
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Hamann, ACS, combine: 61
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Hamann, Nopol, combine: 62
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Hamann, SimFix, combine: 63
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Hamann, TBar, combine: 64
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Hamming, ACS, combine: 65
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Hamming, Nopol, combine: 66
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Hamming, SimFix, combine: 67
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Hamming, TBar, combine: 68
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, HarmonicMean, ACS, combine: 69
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, HarmonicMean, Nopol, combine: 70
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, HarmonicMean, SimFix, combine: 71
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, HarmonicMean, TBar, combine: 72
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Jaccard, ACS, combine: 73
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Jaccard, Nopol, combine: 74
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Jaccard, SimFix, combine: 75
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Jaccard, TBar, combine: 76
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Kulczynski1, ACS, combine: 77
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Kulczynski1, Nopol, combine: 78
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Kulczynski1, SimFix, combine: 79
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Kulczynski1, TBar, combine: 80
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Kulczynskil2, ACS, combine: 81
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Kulczynskil2, Nopol, combine: 82
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Kulczynskil2, SimFix, combine: 83
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Kulczynskil2, TBar, combine: 84
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, M1, ACS, combine: 85
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, M1, Nopol, combine: 86
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, M1, SimFix, combine: 87
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, M1, TBar, combine: 88
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, M2, ACS, combine: 89
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, M2, Nopol, combine: 90
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, M2, SimFix, combine: 91
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, M2, TBar, combine: 92
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Michael, ACS, combine: 93
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Michael, Nopol, combine: 94
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Michael, SimFix, combine: 95
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Michael, TBar, combine: 96
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Mountford, ACS, combine: 97
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Mountford, Nopol, combine: 98
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Mountford, SimFix, combine: 99
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Mountford, TBar, combine: 100
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Ochiai, ACS, combine: 101
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Ochiai, Nopol, combine: 102
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Ochiai, SimFix, combine: 103
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Ochiai, TBar, combine: 104
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Ochiai2, ACS, combine: 105
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Ochiai2, Nopol, combine: 106
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Ochiai2, SimFix, combine: 107
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Ochiai2, TBar, combine: 108
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Optimal, ACS, combine: 109
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Optimal, Nopol, combine: 110
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Optimal, SimFix, combine: 111
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Optimal, TBar, combine: 112
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, OptimalP, ACS, combine: 113
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, OptimalP, Nopol, combine: 114
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, OptimalP, SimFix, combine: 115
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, OptimalP, TBar, combine: 116
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Overlap, ACS, combine: 117
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Overlap, Nopol, combine: 118
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Overlap, SimFix, combine: 119
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Overlap, TBar, combine: 120
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Phi, ACS, combine: 121
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Phi, Nopol, combine: 122
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Phi, SimFix, combine: 123
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Phi, TBar, combine: 124
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Pierce, ACS, combine: 125
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Pierce, Nopol, combine: 126
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Pierce, SimFix, combine: 127
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Pierce, TBar, combine: 128
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, RogersTanimoto, ACS, combine: 129
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, RogersTanimoto, Nopol, combine: 130
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, RogersTanimoto, SimFix, combine: 131
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, RogersTanimoto, TBar, combine: 132
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Rogot1, ACS, combine: 133
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Rogot1, Nopol, combine: 134
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Rogot1, SimFix, combine: 135
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Rogot1, TBar, combine: 136
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Rogot2, ACS, combine: 137
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Rogot2, Nopol, combine: 138
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Rogot2, SimFix, combine: 139
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Rogot2, TBar, combine: 140
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, RussellRao, ACS, combine: 141
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, RussellRao, Nopol, combine: 142
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, RussellRao, SimFix, combine: 143
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, RussellRao, TBar, combine: 144
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, SBI, ACS, combine: 145
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, SBI, Nopol, combine: 146
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, SBI, SimFix, combine: 147
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, SBI, TBar, combine: 148
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Scott, ACS, combine: 149
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Scott, Nopol, combine: 150
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Scott, SimFix, combine: 151
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Scott, TBar, combine: 152
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, SimpleMatching, ACS, combine: 153
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, SimpleMatching, Nopol, combine: 154
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, SimpleMatching, SimFix, combine: 155
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, SimpleMatching, TBar, combine: 156
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Sokal, ACS, combine: 157
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Sokal, Nopol, combine: 158
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Sokal, SimFix, combine: 159
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Sokal, TBar, combine: 160
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, SorensenDice, ACS, combine: 161
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, SorensenDice, Nopol, combine: 162
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, SorensenDice, SimFix, combine: 163
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, SorensenDice, TBar, combine: 164
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Tarantula, ACS, combine: 165
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Tarantula, Nopol, combine: 166
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Tarantula, SimFix, combine: 167
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Tarantula, TBar, combine: 168
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Tarwid, ACS, combine: 169
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Tarwid, Nopol, combine: 170
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Tarwid, SimFix, combine: 171
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Tarwid, TBar, combine: 172
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Wong1, ACS, combine: 173
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Wong1, Nopol, combine: 174
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Wong1, SimFix, combine: 175
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Wong1, TBar, combine: 176
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Wong2, ACS, combine: 177
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Wong2, Nopol, combine: 178
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Wong2, SimFix, combine: 179
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Wong2, TBar, combine: 180
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Wong3, ACS, combine: 181
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Wong3, Nopol, combine: 182
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Wong3, SimFix, combine: 183
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Wong3, TBar, combine: 184
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Zoltar, ACS, combine: 185
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Zoltar, Nopol, combine: 186
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Zoltar, SimFix, combine: 187
0 qid:20130 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-130, Zoltar, TBar, combine: 188
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Ample, ACS, combine: 1
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Ample, Nopol, combine: 2
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Ample, SimFix, combine: 3
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Ample, TBar, combine: 4
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Anderberg, ACS, combine: 5
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Anderberg, Nopol, combine: 6
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Anderberg, SimFix, combine: 7
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Anderberg, TBar, combine: 8
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, ArithmeticMean, ACS, combine: 9
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, ArithmeticMean, Nopol, combine: 10
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, ArithmeticMean, SimFix, combine: 11
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, ArithmeticMean, TBar, combine: 12
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, BaroniUrbaniBuser, ACS, combine: 13
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, BaroniUrbaniBuser, Nopol, combine: 14
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, BaroniUrbaniBuser, SimFix, combine: 15
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, BaroniUrbaniBuser, TBar, combine: 16
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, BraunBanqust, ACS, combine: 17
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, BraunBanqust, Nopol, combine: 18
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, BraunBanqust, SimFix, combine: 19
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, BraunBanqust, TBar, combine: 20
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Cohen, ACS, combine: 21
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Cohen, Nopol, combine: 22
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Cohen, SimFix, combine: 23
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Cohen, TBar, combine: 24
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Dennis, ACS, combine: 25
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Dennis, Nopol, combine: 26
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Dennis, SimFix, combine: 27
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Dennis, TBar, combine: 28
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Dice, ACS, combine: 29
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Dice, Nopol, combine: 30
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Dice, SimFix, combine: 31
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Dice, TBar, combine: 32
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Dstar, ACS, combine: 33
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Dstar, Nopol, combine: 34
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Dstar, SimFix, combine: 35
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Dstar, TBar, combine: 36
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Euclid, ACS, combine: 37
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Euclid, Nopol, combine: 38
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Euclid, SimFix, combine: 39
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Euclid, TBar, combine: 40
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Fleiss, ACS, combine: 41
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Fleiss, Nopol, combine: 42
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Fleiss, SimFix, combine: 43
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Fleiss, TBar, combine: 44
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Fossum, ACS, combine: 45
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Fossum, Nopol, combine: 46
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Fossum, SimFix, combine: 47
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Fossum, TBar, combine: 48
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Goodman, ACS, combine: 49
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Goodman, Nopol, combine: 50
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Goodman, SimFix, combine: 51
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Goodman, TBar, combine: 52
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Gower, ACS, combine: 53
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Gower, Nopol, combine: 54
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Gower, SimFix, combine: 55
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Gower, TBar, combine: 56
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, GP13, ACS, combine: 57
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, GP13, Nopol, combine: 58
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, GP13, SimFix, combine: 59
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, GP13, TBar, combine: 60
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Hamann, ACS, combine: 61
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Hamann, Nopol, combine: 62
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Hamann, SimFix, combine: 63
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Hamann, TBar, combine: 64
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Hamming, ACS, combine: 65
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Hamming, Nopol, combine: 66
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Hamming, SimFix, combine: 67
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Hamming, TBar, combine: 68
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, HarmonicMean, ACS, combine: 69
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, HarmonicMean, Nopol, combine: 70
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, HarmonicMean, SimFix, combine: 71
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, HarmonicMean, TBar, combine: 72
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Jaccard, ACS, combine: 73
0 qid:20131 1:0 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 #closure-131, Jaccard, Nopol, combine: 74
